time,open,high,low,close,Plot,Plot,ROC Line
979599600,1766.75,1777.5,1761.5,1773.25,7.666666666660603,-5.075000000006355,0.25
979686000,1775.25,1795.75,1772.5,1779.5,5.6833333333270275,-1.5026041666730094,11.5
979772400,1780.5,1802,1775,1794,14.649999999993724,2.144791666660339,20.75
979858800,1797,1809.75,1783.75,1786.5,19.11666666666065,4.483854166660365,7
980118000,1784,1802,1779.25,1796,19.216666666660558,5.22968749999373,2
980204400,1794.75,1810.75,1786.5,1804,16.899999999993497,5.1427083333270645,17.5
980290800,1804.25,1817,1803.25,1808.25,17.99999999999386,5.127083333327093,12.25
980377200,1807.75,1816.75,1800.75,1803,16.533333333327164,5.9109374999937785,-1
980463600,1802.25,1804.75,1788.25,1801.25,12.791666666660603,6.417187499993787,-7
980722800,1801,1812,1796.5,1808,8.708333333327118,6.405208333327124,5
980809200,1808.25,1822.25,1801.25,1820.75,9.874999999993861,6.531249999993804,19.5
980895600,1819,1832,1809.25,1811.5,10.091666666660558,7.833333333327147,3.5
980982000,1811.5,1821.5,1804.25,1820.5,11.608333333326982,9.953124999993804,-0.25
981068400,1820.5,1824,1790.75,1791.25,1.2999999999942702,10.890104166660507,-20.25
981327600,1792.25,1801,1789.25,1800,-2.933333333339533,10.93437499999385,-20.5
981414000,1800.75,1808.5,1794,1794.25,-10.708333333339397,9.906249999993847,3
981500400,1793,1794.5,1777.5,1787.5,-9.883333333339124,8.809374999993864,-12.5
981586800,1786.75,1794.5,1771.75,1773.25,-15.82500000000573,7.465104166660566,-21
981673200,1774.25,1776.5,1756.75,1759,-23.35000000000582,5.090104166660595,-28.5
981932400,1759.75,1776,1757.25,1771.75,-24.97500000000582,2.3343749999939405,-1.5
982018800,1772.25,1780,1760.25,1764,-22.383333333339124,-0.2656250000060396,5
982105200,1764.25,1764.75,1746.5,1757.75,-17.425000000005866,-2.410937500006,-14
982191600,1758,1773.75,1756.5,1771,-12.72500000000582,-4.33125000000598,7
982278000,1768.25,1768.25,1734.25,1743,-14.900000000005775,-6.295833333339289,-14.75
982623600,1742.25,1749.5,1719.75,1723.25,-18.72500000000582,-8.26562500000594,-47.75
982710000,1722.5,1726.5,1693,1694.5,-34.25000000000591,-10.950520833339255,-48.5
982796400,1696,1702.75,1668.25,1695.25,-40.94166666667252,-14.126562500005903,-28
982882800,1695.5,1699.75,1655,1685.5,-44.75000000000591,-17.554166666672558,-9
