time,open,high,low,close,VWAP
1727669100,6199.5,6200.25,6199.25,6199.5,6197.304763680164
1727669400,6199.5,6199.5,6198,6198.75,6197.3112556625665
1727669700,6198.75,6199,6198,6199,6197.31706119071
1727670000,6199,6199,6198.25,6198.5,6197.323745381192
1727670300,6198.5,6199,6197.25,6197.75,6197.327460299603
1727670600,6197.5,6198,6195.75,6197,6197.3228604710075
1727670900,6196.75,6197.5,6196.25,6197,6197.321255347305
1727671200,6197,6197.25,6196.5,6197.25,6197.320102729223
1727671500,6197.25,6197.25,6195.5,6195.5,6197.3090967941935
1727671800,6195.5,6196.75,6195.5,6196.5,6197.305113997639
1727672100,6196.75,6197,6196.25,6196.75,6197.303286657126
1727672400,6196.75,6196.75,6194.75,6195.5,6197.285428462218
1727672700,6195.75,6197.25,6195.25,6196.5,6197.275769721907
1727673000,6196.5,6196.5,6194.5,6194.5,6197.251696326817
1727673300,6194.75,6196.25,6194.5,6195.75,6197.239860334709
1727673600,6195.5,6196.5,6194.5,6196.25,6197.228199080793
1727673900,6196.5,6197,6195.75,6195.75,6197.219900740588
1727674200,6195.75,6197.25,6195.25,6195.25,6197.209813961136
1727674500,6195,6195.75,6194,6194.5,6197.189233563304
1727674800,6194.75,6195.25,6193.5,6194.5,6197.170097998157
1727675100,6194.75,6195.5,6192.75,6193.25,6197.131915234215
1727675400,6193.5,6193.75,6192,6192,6197.0885684058585
1727675700,6191.75,6192.75,6190.75,6192.25,6197.036918255334
1727676000,6192,6193.5,6190.75,6193,6196.933212690753
1727676300,6193.25,6194.25,6191.25,6191.75,6196.866113595846
1727676600,6191.75,6192,6189.5,6190.25,6196.775858791373
1727676900,6190.25,6191.75,6190,6190,6196.726432212029
1727677200,6190.25,6190.25,6187.5,6188.25,6196.582280888809
1727677500,6188,6188.5,6186.75,6187.5,6196.442589060875
1727677800,6187.75,6189,6186.75,6188.5,6196.343550955414
1727678100,6188.75,6189.5,6187.75,6188.5,6196.260223522894
1727678400,6188.5,6190.25,6188.25,6189.5,6196.195366671916
1727678700,6189.5,6189.75,6188.25,6189.25,6196.129593906469
1727679000,6189.5,6192.5,6189.5,6191.5,6196.061757930179
1727679300,6191.5,6192.25,6190.25,6190.5,6196.01030761277
1727679600,6190.5,6191.75,6189.25,6191.25,6195.910684364499
1727679900,6191.5,6196.5,6191.5,6196,6195.884444710429
1727680200,6196.25,6198.25,6196,6197.5,6195.907512246569
1727680500,6197.5,6198.75,6195.5,6195.5,6195.9175318262805
1727680800,6195.5,6196,6193,6195.25,6195.900825694285
1727681100,6195.75,6196.25,6194.5,6195,6195.894930088993
1727681400,6195,6197.75,6194.5,6196.25,6195.8994651391995
1727681700,6196.25,6198,6195.75,6196,6195.908086274222
1727682000,6196.25,6199.25,6196.25,6198.25,6195.934956753
1727682300,6198.5,6200.75,6198.5,6199.25,6195.991158770452
1727682600,6199.25,6199.5,6196.75,6198.5,6196.017613119033
1727682900,6198.5,6199,6196.75,6197,6196.028893156424
1727683200,6196.75,6197.25,6194,6194.25,6196.010421293608
1727683500,6194.25,6194.5,6191.5,6193,6195.96201084764
1727683800,6193,6193.5,6191.25,6191.75,6195.929583541654
1727684100,6191.75,6191.75,6189.5,6189.75,6195.854560368892
1727684400,6189.75,6192.75,6189.5,6192.75,6195.795141252705
1727684700,6192.75,6195.25,6192.75,6194.75,6195.777757299256
1727685000,6194.75,6195,6189.25,6190.25,6195.723337728551
1727685300,6190.25,6195.5,6190.25,6193.25,6195.683621266142
1727685600,6193,6194.25,6192,6193,6195.668519092647
1727685900,6193,6193.25,6191.25,6191.5,6195.65059903332
1727686200,6191.5,6193,6190.25,6191.5,6195.616340865676
1727686500,6191.5,6193.25,6191.5,6193,6195.599486381244
1727686800,6193,6193,6189.5,6190.5,6195.564907257374
1727687100,6190.75,6192,6190.25,6191,6195.545059600747
1727687400,6191.25,6192,6189.25,6190,6195.526780484558
1727687700,6190,6190.75,6187,6188.25,6195.4398169140895
1727688000,6188.5,6193.25,6188,6192.75,6195.399732542023
1727688300,6192.75,6194.75,6192,6193.5,6195.385110344584
1727688600,6193.5,6195,6193.25,6194.5,6195.37894096938
1727688900,6194.75,6194.75,6191.5,6191.75,6195.356287925845
1727689200,6192,6192.5,6190.75,6192,6195.336341908446
1727689500,6191.75,6194.25,6191.75,6193.75,6195.324179925174
1727689800,6193.75,6194.25,6192.75,6193,6195.315341372263
1727690100,6193.25,6193.5,6192.5,6193.25,6195.306371102473
1727690400,6193.25,6194.25,6192.25,6194,6195.295505054739
1727690700,6194,6194,6192,6192.75,6195.286083956298
1727691000,6192.75,6194.25,6192.5,6193,6195.277377840989
1727691300,6193,6194.5,6192.5,6193.25,6195.26926807963
1727691600,6193,6194.5,6192.5,6194.5,6195.263992970306
1727691900,6194.5,6195,6191.75,6192.25,6195.2460298345595
1727692200,6192.25,6193,6189,6189.5,6195.204173723216
1727692500,6189.75,6190.25,6187.5,6189,6195.12547850969
1727692800,6189,6189.75,6188,6188.75,6195.077156434362
1727693100,6188.75,6189.75,6188,6189,6195.0277434815225
1727693400,6189,6190.25,6188,6189,6194.981519050764
1727693700,6189.25,6190.75,6189.25,6189.25,6194.936769777212
1727694000,6189.5,6189.75,6187.75,6188.75,6194.882831668233
1727694300,6188.75,6188.75,6183,6184.75,6194.684645357764
1727694600,6184.5,6184.75,6180.5,6180.75,6194.454679814411
1727694900,6181,6183,6180.5,6182.75,6194.303440369452
1727695200,6183,6183.75,6181.75,6182.5,6194.188367205518
1727695500,6182.75,6184,6182,6182.25,6194.077804141959
1727695800,6182.25,6183.75,6182.25,6183.5,6193.973517115955
1727696100,6183.75,6184.25,6179.5,6180.25,6193.789154951796
1727696400,6180.25,6181,6179.5,6179.75,6193.679977577844
1727696700,6179.75,6180,6178.75,6179,6193.338634695682
1727697000,6178.75,6179.75,6178.25,6179,6193.034591773192
1727697300,6179,6180.25,6178.75,6180,6192.873347526801
1727697600,6180.25,6181.75,6179.25,6181.25,6192.718374891204
1727697900,6181.25,6184.25,6181.25,6183.75,6192.582971452686
1727698200,6183.75,6184.25,6181,6181.5,6192.492779990092
1727698500,6181.5,6182.5,6180.75,6181.75,6192.392169187956
1727698800,6181.75,6182,6180.75,6181.25,6192.297056940017
1727699100,6181.25,6182.75,6181.25,6182.25,6192.20968565954
1727699400,6182.5,6182.5,6180.25,6181,6192.1168019377965
1727699700,6181,6183,6180.75,6181.25,6192.009957857077
1727700000,6181.25,6182,6179.5,6180,6191.885540312159
1727700300,6180,6182.5,6180,6182,6191.814310491223
1727700600,6182.25,6184,6182,6183.5,6191.708553846354
1727700900,6183.5,6183.75,6181.75,6182.5,6191.620879315452
1727701200,6182.75,6183.75,6180.75,6183,6191.479862506578
1727701500,6183,6184.75,6182.75,6184,6191.3704038681035
1727701800,6184,6186.5,6184,6186.25,6191.222693258483
1727702100,6186,6186.25,6183.5,6183.75,6191.133193052652
1727702400,6183.75,6184.25,6182.5,6183,6190.992942578792
1727702700,6182.75,6184.75,6182.75,6184.25,6190.742298461306
1727703000,6184.25,6192.5,6184,6191,6190.497199845553
1727703300,6190.75,6195,6190,6191.75,6190.659392096912
1727703600,6191.5,6193.25,6188,6190.25,6190.650541576724
1727703900,6190.25,6192.75,6189.75,6192,6190.688315718344
1727704200,6192,6193.5,6188.75,6189.5,6190.683457032056
1727704500,6189.5,6190.75,6186.25,6186.5,6190.555998058645
1727704800,6186.5,6190.75,6184.5,6187.25,6190.389484546803
1727705100,6187,6191,6186.25,6189.75,6190.3338530612955
1727705400,6189.5,6190,6186.5,6186.5,6190.233578624096
1727705700,6186.5,6188,6184.5,6185.25,6190.092543854333
1727706000,6185.25,6187.75,6184,6184.25,6189.946689255945
1727706300,6184.5,6189.5,6182.5,6189.25,6189.815317253228
1727706600,6189.25,6194.75,6188.75,6192.75,6189.922367137374
1727706900,6193,6195.5,6189.25,6193.75,6190.026349490829
1727707200,6194,6194.75,6191.75,6193.25,6190.090907102722
1727707500,6193.25,6196.5,6192.25,6194.75,6190.195362030339
1727707800,6194.5,6195,6192,6193.25,6190.255318420157
1727708100,6193.25,6194.75,6191.75,6192.75,6190.296010154929
1727708400,6192.75,6197,6192.25,6196.5,6190.403455263228
1727708700,6196.25,6197.25,6191.25,6191.75,6190.470223942126
1727709000,6191.75,6196.5,6191,6196.25,6190.531993130388
1727709300,6196,6198,6194.5,6195.5,6190.610903760128
1727709600,6195.5,6197.75,6195,6196,6190.680713347962
1727709900,6196,6196.75,6193.25,6196.25,6190.760709499651
1727710200,6196.5,6198.5,6193.5,6193.75,6190.8461577916
1727710500,6194,6194.75,6190.5,6191,6190.870856168604
1727710800,6191,6194,6187.25,6192.75,6190.883890559608
1727711100,6192.5,6196.25,6191.75,6195.5,6190.9408023389915
1727711400,6195.5,6196.5,6194.25,6195.25,6190.9893164940195
1727711700,6195.5,6196.75,6195,6196,6191.031397063239
1727712000,6196,6198.25,6195.25,6198,6191.106076090846
1727712300,6198,6202.75,6197.5,6200,6191.321259675333
1727712600,6199.75,6202.75,6196.5,6201,6191.500895780272
1727712900,6201,6202.5,6200,6200.25,6191.611156769496
1727713200,6200.25,6202.75,6199.25,6200,6191.739760903551
1727713500,6199.75,6201,6198.75,6199.5,6191.802984348748
1727713800,6199.25,6200.25,6197,6197.75,6191.884336710427
1727714100,6197.5,6200.25,6197.5,6198.25,6191.948342208182
1727714400,6198,6198.5,6196,6196.25,6191.991397140411
1727714700,6196,6197.75,6195.75,6197,6192.038409662685
1727715000,6197,6198.5,6195.75,6196.25,6192.074023174322
1727715300,6196.25,6197.5,6196,6196,6192.101362006987
1727715600,6196,6196.25,6193.75,6194.25,6192.1337440915395
1727715900,6194,6196,6193.5,6193.75,6192.149505332872
1727716200,6193.75,6195.25,6189.25,6190.5,6192.141012186818
1727716500,6190.5,6194.25,6189.5,6193.25,6192.14299520536
1727716800,6193.25,6195.5,6192.75,6194,6192.162311688557
1727717100,6193.75,6195.25,6190.75,6190.75,6192.163229725476
1727717400,6190.75,6192.75,6190.25,6192,6192.156713099566
1727717700,6191.75,6193.25,6191,6192,6192.15619096264
1727718000,6191.75,6193.5,6191.5,6193,6192.159297654528
1727718300,6193,6194,6191.25,6193.75,6192.163966325453
1727718600,6193.5,6194.5,6192.75,6193.75,6192.171006906458
1727718900,6193.5,6197.5,6191,6196.25,6192.228632014615
1727719200,6196.25,6196.5,6193.25,6194.75,6192.245031627591
1727719500,6194.5,6195,6189,6192.75,6192.245130629199
1727719800,6192.5,6192.75,6184,6185,6192.052760136617
1727720100,6185,6185,6173.5,6173.75,6191.415223646132
1727720400,6173.5,6175,6160.25,6164.75,6190.208809596327
1727720700,6165,6173.5,6161.5,6172.25,6189.480219198901
1727721000,6172.25,6179.5,6166.25,6176.25,6189.094947113144
1727721300,6176.25,6186,6175.5,6184.25,6188.909612585377
1727721600,6184.25,6188.75,6183.25,6187.25,6188.850427966863
1727721900,6187.5,6191.25,6186.75,6187.75,6188.846419885603
1727722200,6188,6192,6185.25,6191,6188.854122227234
1727722500,6191,6191.5,6185.5,6185.75,6188.84268334413
1727722800,6185.75,6185.75,6179.25,6184.25,6188.731061525081
1727723100,6184.25,6187,6183.25,6184.75,6188.701554995089
1727723400,6184.75,6185.5,6180.25,6183.75,6188.648468911194
1727723700,6184,6190.5,6182.5,6189.25,6188.635403552256
1727724000,6189.5,6190.25,6185.75,6187.75,6188.627673814576
1727724300,6187.75,6189.75,6186.25,6189.25,6188.6257684576885
1727724600,6189,6193,6188,6189.25,6188.639630590215
1727724900,6189.25,6197,6189,6195.75,6188.703319751194
1727725200,6195.75,6200.5,6193.75,6199.5,6188.855031035874
1727725500,6199.5,6208.25,6199.5,6204.25,6189.341553755227
1727725800,6204.25,6217,6203.5,6215.25,6190.538621529939
1727726100,6215.5,6224.25,6214.25,6220,6193.784382893545
1727726400,6220,6220.25,6211.5,6213.5,6194.626406723127
1727726700,6213.5,6214.75,6211.5,6211.75,6194.744039606516
1727727000,6211.75,6214.5,6211.75,6212,6194.8163390532
1727727300,6212.25,6214,6212,6213.5,6194.8553618921915
1727727600,6213.5,6216,6213.5,6216,6194.884528359508
1727727900,6215.75,6218,6215,6217,6194.919878404555
1727728200,6217,6217.25,6215.25,6215.5,6194.949030361571
