price,formation_time,breakout_time,type
4874.5,2022-03-10 23:00:00,2022-03-15 22:00:00,LHPB
4957.75,2022-03-02 23:00:00,2022-03-17 22:00:00,LHPB
5013.75,2022-02-16 23:00:00,2022-03-20 22:00:00,LHPB
5059.5,2022-02-10 23:00:00,2022-03-21 22:00:00,LHPB
5023.5,2022-02-15 23:00:00,2022-03-21 22:00:00,LHPB
5062.0,2022-03-21 22:00:00,2022-03-23 22:00:00,LHPB
5086.25,2022-03-24 22:00:00,2022-03-27 22:00:00,LHPB
5142.0,2022-01-18 23:00:00,2022-03-28 22:00:00,LHPB
5125.0,2022-02-01 23:00:00,2022-03-28 22:00:00,LHPB
5124.0,2022-02-08 23:00:00,2022-03-28 22:00:00,LHPB
5122.75,2022-02-09 23:00:00,2022-03-28 22:00:00,LHPB
5112.5,2022-03-28 22:00:00,2022-03-30 22:00:00,LLPB
5057.0,2022-03-27 22:00:00,2022-03-31 22:00:00,LLPB
5102.75,2022-03-31 22:00:00,2022-04-03 22:00:00,LHPB
4992.0,2022-03-22 22:00:00,2022-04-05 22:00:00,LLPB
4993.0,2022-03-23 22:00:00,2022-04-05 22:00:00,LLPB
5040.5,2022-03-24 22:00:00,2022-04-05 22:00:00,LLPB
5048.5,2022-03-31 22:00:00,2022-04-05 22:00:00,LLPB
4962.25,2022-03-20 22:00:00,2022-04-10 22:00:00,LLPB
4980.25,2022-03-21 22:00:00,2022-04-10 22:00:00,LLPB
4991.75,2022-04-06 22:00:00,2022-04-10 22:00:00,LLPB
5016.0,2022-04-07 22:00:00,2022-04-10 22:00:00,LLPB
4922.75,2022-04-11 22:00:00,2022-04-17 22:00:00,LLPB
4931.25,2022-04-12 22:00:00,2022-04-17 22:00:00,LLPB
5014.0,2022-04-11 22:00:00,2022-04-18 22:00:00,LHPB
5003.0,2022-04-13 22:00:00,2022-04-18 22:00:00,LHPB
5038.5,2022-04-10 22:00:00,2022-04-20 22:00:00,LHPB
4902.75,2022-04-17 22:00:00,2022-04-21 22:00:00,LLPB
4919.0,2022-04-18 22:00:00,2022-04-21 22:00:00,LLPB
4786.25,2022-03-15 22:00:00,2022-04-24 22:00:00,LLPB
4794.75,2022-04-21 22:00:00,2022-04-24 22:00:00,LLPB
4850.75,2022-04-25 22:00:00,2022-04-27 22:00:00,LHPB
4676.75,2022-03-14 22:00:00,2022-04-28 22:00:00,LLPB
4684.0,2022-04-25 22:00:00,2022-04-28 22:00:00,LLPB
4688.0,2022-04-26 22:00:00,2022-04-28 22:00:00,LLPB
4640.75,2022-02-23 23:00:00,2022-05-01 22:00:00,LLPB
4827.0,2022-04-28 22:00:00,2022-05-03 22:00:00,LHPB
4676.25,2022-05-02 22:00:00,2022-05-04 22:00:00,LLPB
4524.25,2021-04-01 22:00:00,2022-05-08 22:00:00,LLPB
4532.75,2021-04-04 22:00:00,2022-05-08 22:00:00,LLPB
4541.0,2021-05-12 22:00:00,2022-05-08 22:00:00,LLPB
4567.25,2021-05-18 22:00:00,2022-05-08 22:00:00,LLPB
4596.25,2021-05-19 22:00:00,2022-05-08 22:00:00,LLPB
4603.25,2022-05-01 22:00:00,2022-05-08 22:00:00,LLPB
4609.25,2022-05-05 22:00:00,2022-05-08 22:00:00,LLPB
4476.25,2021-03-31 22:00:00,2022-05-10 22:00:00,LLPB
4412.5,2021-03-25 22:00:00,2022-05-11 22:00:00,LLPB
4440.5,2021-03-28 22:00:00,2022-05-11 22:00:00,LLPB
4445.5,2021-03-29 22:00:00,2022-05-11 22:00:00,LLPB
4453.25,2021-03-30 22:00:00,2022-05-11 22:00:00,LLPB
4583.25,2022-05-12 22:00:00,2022-05-15 22:00:00,LHPB
4612.75,2022-05-09 22:00:00,2022-05-16 22:00:00,LHPB
4597.75,2022-05-10 22:00:00,2022-05-16 22:00:00,LHPB
4457.25,2022-05-12 22:00:00,2022-05-17 22:00:00,LLPB
4526.75,2022-05-15 22:00:00,2022-05-17 22:00:00,LLPB
4355.0,2021-03-24 22:00:00,2022-05-19 22:00:00,LLPB
4402.25,2022-05-11 22:00:00,2022-05-19 22:00:00,LLPB
4496.75,2022-05-19 22:00:00,2022-05-22 22:00:00,LHPB
4529.5,2022-05-22 22:00:00,2022-05-24 22:00:00,LHPB
4700.5,2022-05-05 22:00:00,2022-05-26 22:00:00,LHPB
4658.0,2022-05-08 22:00:00,2022-05-26 22:00:00,LHPB
4642.25,2022-05-17 22:00:00,2022-05-26 22:00:00,LHPB
4715.5,2022-05-26 22:00:00,2022-05-29 22:00:00,LHPB
4650.0,2022-05-29 22:00:00,2022-05-31 22:00:00,LLPB
4644.0,2022-06-02 22:00:00,2022-06-06 22:00:00,LLPB
4588.5,2022-05-26 22:00:00,2022-06-08 22:00:00,LLPB
4618.75,2022-05-31 22:00:00,2022-06-08 22:00:00,LLPB
4619.5,2022-06-01 22:00:00,2022-06-08 22:00:00,LLPB
4623.25,2022-06-06 22:00:00,2022-06-08 22:00:00,LLPB
4460.75,2022-05-24 22:00:00,2022-06-09 22:00:00,LLPB
4507.75,2022-05-25 22:00:00,2022-06-09 22:00:00,LLPB
4298.75,2021-03-07 23:00:00,2022-06-12 22:00:00,LLPB
4328.75,2021-03-08 23:00:00,2022-06-12 22:00:00,LLPB
4354.75,2022-05-19 22:00:00,2022-06-12 22:00:00,LLPB
4419.25,2022-05-23 22:00:00,2022-06-12 22:00:00,LLPB
4442.5,2022-06-09 22:00:00,2022-06-12 22:00:00,LLPB
4223.0,2021-03-03 23:00:00,2022-06-15 22:00:00,LLPB
4231.0,2021-03-04 23:00:00,2022-06-15 22:00:00,LLPB
4252.5,2022-06-13 22:00:00,2022-06-15 22:00:00,LLPB
4257.5,2022-06-16 22:00:00,2022-06-19 22:00:00,LHPB
4327.75,2022-06-19 22:00:00,2022-06-21 22:00:00,LHPB
4452.75,2022-06-12 22:00:00,2022-06-23 22:00:00,LHPB
4377.25,2022-06-15 22:00:00,2022-06-23 22:00:00,LHPB
4463.75,2022-06-23 22:00:00,2022-06-26 22:00:00,LHPB
4325.25,2022-06-23 22:00:00,2022-06-29 22:00:00,LLPB
4384.0,2022-06-28 22:00:00,2022-07-03 22:00:00,LHPB
4377.5,2022-06-30 22:00:00,2022-07-03 22:00:00,LHPB
4288.5,2022-06-30 22:00:00,2022-07-03 22:00:00,LLPB
4401.75,2022-07-03 22:00:00,2022-07-05 22:00:00,LHPB
4412.0,2022-07-07 22:00:00,2022-07-10 22:00:00,LLPB
4352.75,2022-07-05 22:00:00,2022-07-11 22:00:00,LLPB
4376.5,2022-07-06 22:00:00,2022-07-11 22:00:00,LLPB
4285.25,2022-06-29 22:00:00,2022-07-13 22:00:00,LLPB
4288.0,2022-07-03 22:00:00,2022-07-13 22:00:00,LLPB
4449.5,2022-07-10 22:00:00,2022-07-17 22:00:00,LHPB
4420.5,2022-07-11 22:00:00,2022-07-17 22:00:00,LHPB
4412.25,2022-07-14 22:00:00,2022-07-17 22:00:00,LHPB
4466.0,2022-07-07 22:00:00,2022-07-18 22:00:00,LHPB
4494.0,2022-06-27 22:00:00,2022-07-19 22:00:00,LHPB
4466.25,2022-07-19 22:00:00,2022-07-25 22:00:00,LLPB
4474.25,2022-07-20 22:00:00,2022-07-25 22:00:00,LLPB
4485.5,2022-07-21 22:00:00,2022-07-25 22:00:00,LLPB
4576.75,2022-06-09 22:00:00,2022-07-26 22:00:00,LHPB
4560.25,2022-07-21 22:00:00,2022-07-26 22:00:00,LHPB
4625.0,2022-07-28 22:00:00,2022-08-01 22:00:00,LLPB
4711.25,2022-06-06 22:00:00,2022-08-02 22:00:00,LHPB
4707.25,2022-06-07 22:00:00,2022-08-02 22:00:00,LHPB
4691.5,2022-06-08 22:00:00,2022-08-02 22:00:00,LHPB
4717.25,2022-08-03 22:00:00,2022-08-07 22:00:00,LHPB
4710.25,2022-08-04 22:00:00,2022-08-07 22:00:00,LHPB
4749.5,2022-05-29 22:00:00,2022-08-09 22:00:00,LHPB
4736.25,2022-06-02 22:00:00,2022-08-09 22:00:00,LHPB
4732.0,2022-08-07 22:00:00,2022-08-09 22:00:00,LHPB
4848.0,2022-05-04 22:00:00,2022-08-14 22:00:00,LHPB
4826.75,2022-08-11 22:00:00,2022-08-14 22:00:00,LHPB
4850.25,2022-05-03 22:00:00,2022-08-15 22:00:00,LHPB
4793.0,2022-08-14 22:00:00,2022-08-18 22:00:00,LLPB
4799.0,2022-08-16 22:00:00,2022-08-18 22:00:00,LLPB
4746.75,2022-08-10 22:00:00,2022-08-21 22:00:00,LLPB
4764.75,2022-08-18 22:00:00,2022-08-21 22:00:00,LLPB
4657.0,2022-08-08 22:00:00,2022-08-23 22:00:00,LLPB
4657.75,2022-08-09 22:00:00,2022-08-23 22:00:00,LLPB
4705.75,2022-08-22 22:00:00,2022-08-24 22:00:00,LHPB
4624.5,2022-08-01 22:00:00,2022-08-25 22:00:00,LLPB
4628.5,2022-08-02 22:00:00,2022-08-25 22:00:00,LLPB
4647.75,2022-08-04 22:00:00,2022-08-25 22:00:00,LLPB
4654.75,2022-08-23 22:00:00,2022-08-25 22:00:00,LLPB
4586.75,2022-08-25 22:00:00,2022-08-28 22:00:00,LLPB
4538.5,2022-07-27 22:00:00,2022-08-29 22:00:00,LLPB
4482.75,2022-07-26 22:00:00,2022-08-31 22:00:00,LLPB
4562.25,2022-08-30 22:00:00,2022-09-01 22:00:00,LHPB
4447.5,2022-08-31 22:00:00,2022-09-04 22:00:00,LLPB
4507.25,2022-09-04 22:00:00,2022-09-06 22:00:00,LHPB
4430.75,2022-09-04 22:00:00,2022-09-06 22:00:00,LLPB
4616.75,2022-08-29 22:00:00,2022-09-08 22:00:00,LHPB
4563.25,2022-09-01 22:00:00,2022-09-08 22:00:00,LHPB
4621.25,2022-09-08 22:00:00,2022-09-11 22:00:00,LHPB
4486.75,2022-09-07 22:00:00,2022-09-12 22:00:00,LLPB
4427.5,2022-09-06 22:00:00,2022-09-15 22:00:00,LLPB
4378.0,2022-07-18 22:00:00,2022-09-18 22:00:00,LLPB
4378.25,2022-09-15 22:00:00,2022-09-18 22:00:00,LLPB
4324.25,2022-07-14 22:00:00,2022-09-20 22:00:00,LLPB
4364.25,2022-07-17 22:00:00,2022-09-20 22:00:00,LLPB
4205.5,2022-06-19 22:00:00,2022-09-22 22:00:00,LLPB
4237.25,2022-06-21 22:00:00,2022-09-22 22:00:00,LLPB
4267.75,2022-07-13 22:00:00,2022-09-22 22:00:00,LLPB
4183.0,2022-06-16 22:00:00,2022-09-25 22:00:00,LLPB
4185.5,2022-09-22 22:00:00,2022-09-25 22:00:00,LLPB
4153.5,2020-12-22 23:00:00,2022-09-27 22:00:00,LLPB
4155.0,2021-01-03 23:00:00,2022-09-27 22:00:00,LLPB
4159.0,2021-01-31 23:00:00,2022-09-27 22:00:00,LLPB
4098.5,2020-12-20 23:00:00,2022-10-02 22:00:00,LLPB
4219.0,2022-09-29 22:00:00,2022-10-02 22:00:00,LHPB
4120.5,2022-09-29 22:00:00,2022-10-02 22:00:00,LLPB
4308.5,2022-09-22 22:00:00,2022-10-03 22:00:00,LHPB
4276.5,2022-09-27 22:00:00,2022-10-03 22:00:00,LHPB
4261.25,2022-09-28 22:00:00,2022-10-03 22:00:00,LHPB
4211.5,2022-10-03 22:00:00,2022-10-06 22:00:00,LLPB
4259.25,2022-10-04 22:00:00,2022-10-06 22:00:00,LLPB
4157.75,2022-10-06 22:00:00,2022-10-09 22:00:00,LLPB
4037.75,2020-11-18 23:00:00,2022-10-12 22:00:00,LLPB
4038.25,2020-11-19 23:00:00,2022-10-12 22:00:00,LLPB
4041.0,2020-11-22 23:00:00,2022-10-12 22:00:00,LLPB
4070.75,2020-11-23 23:00:00,2022-10-12 22:00:00,LLPB
4087.75,2020-11-29 23:00:00,2022-10-12 22:00:00,LLPB
4097.0,2022-10-02 22:00:00,2022-10-12 22:00:00,LLPB
4192.75,2022-10-09 22:00:00,2022-10-12 22:00:00,LHPB
4104.25,2022-10-10 22:00:00,2022-10-12 22:00:00,LLPB
4116.5,2022-10-13 22:00:00,2022-10-16 22:00:00,LLPB
4295.75,2022-10-06 22:00:00,2022-10-17 22:00:00,LHPB
4259.0,2022-10-13 22:00:00,2022-10-17 22:00:00,LHPB
4345.25,2022-10-04 22:00:00,2022-10-23 22:00:00,LHPB
4344.75,2022-10-05 22:00:00,2022-10-23 22:00:00,LHPB
4302.5,2022-10-17 22:00:00,2022-10-23 22:00:00,LHPB
4298.5,2022-10-20 22:00:00,2022-10-23 22:00:00,LHPB
4358.25,2022-09-21 22:00:00,2022-10-24 22:00:00,LHPB
4315.25,2022-10-24 22:00:00,2022-10-26 22:00:00,LLPB
4422.75,2022-10-25 22:00:00,2022-10-27 22:00:00,LHPB
4302.0,2022-10-27 22:00:00,2022-11-01 22:00:00,LLPB
4261.75,2022-10-23 22:00:00,2022-11-02 22:00:00,LLPB
4282.75,2022-10-26 22:00:00,2022-11-02 22:00:00,LLPB
4330.75,2022-11-03 22:00:00,2022-11-06 23:00:00,LHPB
4461.5,2022-09-19 22:00:00,2022-11-09 23:00:00,LHPB
4432.25,2022-11-01 22:00:00,2022-11-09 23:00:00,LHPB
4392.25,2022-11-07 23:00:00,2022-11-09 23:00:00,LHPB
4506.5,2022-09-13 22:00:00,2022-11-10 23:00:00,LHPB
4502.75,2022-09-14 22:00:00,2022-11-10 23:00:00,LHPB
4535.0,2022-11-10 23:00:00,2022-11-13 23:00:00,LHPB
4485.25,2022-11-14 23:00:00,2022-11-16 23:00:00,LLPB
4467.75,2022-11-17 23:00:00,2022-11-20 23:00:00,LLPB
4519.25,2022-11-17 23:00:00,2022-11-21 23:00:00,LHPB
4527.25,2022-11-22 23:00:00,2022-11-27 23:00:00,LLPB
4550.0,2022-11-23 23:00:00,2022-11-27 23:00:00,LLPB
4470.5,2022-11-21 23:00:00,2022-11-28 23:00:00,LLPB
4576.0,2022-11-14 23:00:00,2022-11-29 23:00:00,LHPB
4574.5,2022-11-23 23:00:00,2022-11-29 23:00:00,LHPB
4559.5,2022-11-27 23:00:00,2022-11-29 23:00:00,LHPB
4532.0,2022-12-01 23:00:00,2022-12-04 23:00:00,LLPB
4462.75,2022-11-20 23:00:00,2022-12-05 23:00:00,LLPB
4466.5,2022-11-28 23:00:00,2022-12-05 23:00:00,LLPB
4468.0,2022-11-29 23:00:00,2022-12-05 23:00:00,LLPB
4515.25,2022-12-08 23:00:00,2022-12-11 23:00:00,LHPB
4455.25,2022-12-08 23:00:00,2022-12-11 23:00:00,LLPB
4635.25,2022-11-30 23:00:00,2022-12-12 23:00:00,LHPB
4610.75,2022-12-01 23:00:00,2022-12-12 23:00:00,LHPB
4601.0,2022-12-04 23:00:00,2022-12-12 23:00:00,LHPB
4540.0,2022-12-05 23:00:00,2022-12-12 23:00:00,LHPB
4437.75,2022-11-16 23:00:00,2022-12-14 23:00:00,LLPB
4439.25,2022-12-06 23:00:00,2022-12-14 23:00:00,LLPB
4441.25,2022-12-07 23:00:00,2022-12-14 23:00:00,LLPB
4449.75,2022-12-11 23:00:00,2022-12-14 23:00:00,LLPB
4347.5,2022-12-15 23:00:00,2022-12-18 23:00:00,LLPB
4391.25,2022-12-18 23:00:00,2022-12-20 23:00:00,LHPB
4313.5,2022-12-22 23:00:00,2022-12-27 23:00:00,LLPB
4375.0,2022-12-28 23:00:00,2023-01-02 23:00:00,LHPB
4363.25,2022-12-29 23:00:00,2023-01-02 23:00:00,LHPB
4399.0,2023-01-02 23:00:00,2023-01-05 23:00:00,LHPB
4388.5,2023-01-03 23:00:00,2023-01-05 23:00:00,LHPB
4426.75,2022-12-15 23:00:00,2023-01-08 23:00:00,LHPB
4421.0,2023-01-05 23:00:00,2023-01-08 23:00:00,LHPB
4465.5,2023-01-08 23:00:00,2023-01-10 23:00:00,LHPB
4516.5,2023-01-12 23:00:00,2023-01-15 23:00:00,LHPB
4446.25,2023-01-11 23:00:00,2023-01-17 23:00:00,LLPB
4454.0,2023-01-12 23:00:00,2023-01-17 23:00:00,LLPB
4489.0,2023-01-15 23:00:00,2023-01-17 23:00:00,LLPB
4535.25,2022-12-14 23:00:00,2023-01-22 23:00:00,LHPB
4527.5,2023-01-15 23:00:00,2023-01-22 23:00:00,LHPB
4525.75,2023-01-17 23:00:00,2023-01-22 23:00:00,LHPB
4472.5,2023-01-22 23:00:00,2023-01-24 23:00:00,LLPB
4549.0,2023-01-22 23:00:00,2023-01-25 23:00:00,LHPB
4539.75,2023-01-23 23:00:00,2023-01-25 23:00:00,LHPB
4583.0,2022-12-13 23:00:00,2023-01-26 23:00:00,LHPB
4549.5,2023-01-26 23:00:00,2023-01-29 23:00:00,LLPB
4519.5,2023-01-25 23:00:00,2023-01-30 23:00:00,LLPB
4601.5,2023-01-26 23:00:00,2023-01-31 23:00:00,LHPB
4700.25,2022-09-12 22:00:00,2023-02-01 23:00:00,LHPB
4672.25,2022-12-12 23:00:00,2023-02-01 23:00:00,LHPB
4590.5,2023-02-06 23:00:00,2023-02-08 23:00:00,LLPB
4596.5,2023-02-09 23:00:00,2023-02-12 23:00:00,LHPB
4671.5,2023-02-07 23:00:00,2023-02-13 23:00:00,LHPB
4662.5,2023-02-08 23:00:00,2023-02-13 23:00:00,LHPB
4596.0,2023-02-13 23:00:00,2023-02-15 23:00:00,LLPB
4553.0,2023-02-09 23:00:00,2023-02-16 23:00:00,LLPB
4571.0,2023-02-12 23:00:00,2023-02-16 23:00:00,LLPB
4499.75,2023-01-30 23:00:00,2023-02-19 23:00:00,LLPB
4540.75,2023-01-31 23:00:00,2023-02-19 23:00:00,LLPB
4548.0,2023-02-16 23:00:00,2023-02-19 23:00:00,LLPB
4494.25,2023-02-19 23:00:00,2023-02-21 23:00:00,LLPB
4455.5,2023-01-24 23:00:00,2023-02-23 23:00:00,LLPB
4515.5,2023-02-23 23:00:00,2023-02-26 23:00:00,LHPB
4439.75,2023-02-23 23:00:00,2023-02-28 23:00:00,LLPB
4526.5,2023-02-22 23:00:00,2023-03-02 23:00:00,LHPB
4517.0,2023-02-26 23:00:00,2023-03-02 23:00:00,LHPB
4496.0,2023-02-27 23:00:00,2023-03-02 23:00:00,LHPB
4545.25,2023-03-02 23:00:00,2023-03-05 23:00:00,LHPB
4404.0,2023-01-19 23:00:00,2023-03-08 23:00:00,LLPB
4417.25,2023-03-01 23:00:00,2023-03-08 23:00:00,LLPB
4383.75,2023-01-09 23:00:00,2023-03-09 23:00:00,LLPB
4394.0,2023-01-18 23:00:00,2023-03-09 23:00:00,LLPB
4306.75,2023-01-02 23:00:00,2023-03-12 22:00:00,LLPB
4311.25,2023-01-05 23:00:00,2023-03-12 22:00:00,LLPB
4338.5,2023-03-09 23:00:00,2023-03-12 22:00:00,LLPB
4434.0,2023-03-09 23:00:00,2023-03-15 22:00:00,LHPB
4432.75,2023-03-13 22:00:00,2023-03-15 22:00:00,LHPB
4469.5,2023-03-16 22:00:00,2023-03-20 22:00:00,LHPB
4512.0,2023-03-08 23:00:00,2023-03-21 22:00:00,LHPB
4471.0,2023-03-23 22:00:00,2023-03-26 22:00:00,LHPB
4494.5,2023-03-26 22:00:00,2023-03-28 22:00:00,LHPB
4534.0,2023-03-21 22:00:00,2023-03-29 22:00:00,LHPB
4588.25,2023-02-16 23:00:00,2023-03-30 22:00:00,LHPB
4581.5,2023-02-19 23:00:00,2023-03-30 22:00:00,LHPB
4574.75,2023-03-05 23:00:00,2023-03-30 22:00:00,LHPB
4556.75,2023-03-06 23:00:00,2023-03-30 22:00:00,LHPB
4602.75,2023-03-30 22:00:00,2023-04-02 22:00:00,LHPB
4595.75,2023-04-04 22:00:00,2023-04-06 22:00:00,LHPB
4581.25,2023-04-06 22:00:00,2023-04-09 22:00:00,LLPB
4607.0,2023-04-06 22:00:00,2023-04-10 22:00:00,LHPB
4632.0,2023-04-03 22:00:00,2023-04-11 22:00:00,LHPB
4638.0,2023-04-11 22:00:00,2023-04-13 22:00:00,LHPB
4649.25,2023-04-13 22:00:00,2023-04-17 22:00:00,LHPB
4598.25,2023-04-13 22:00:00,2023-04-19 22:00:00,LLPB
4608.25,2023-04-16 22:00:00,2023-04-19 22:00:00,LLPB
4595.5,2023-04-20 22:00:00,2023-04-23 22:00:00,LLPB
4559.0,2023-04-09 22:00:00,2023-04-24 22:00:00,LLPB
4570.5,2023-04-12 22:00:00,2023-04-24 22:00:00,LLPB
4538.25,2023-03-30 22:00:00,2023-04-25 22:00:00,LLPB
4633.75,2023-04-19 22:00:00,2023-04-27 22:00:00,LHPB
4660.75,2023-02-15 23:00:00,2023-04-30 22:00:00,LHPB
4658.5,2023-04-17 22:00:00,2023-04-30 22:00:00,LHPB
4654.0,2023-04-27 22:00:00,2023-04-30 22:00:00,LHPB
4591.75,2023-04-27 22:00:00,2023-05-01 22:00:00,LLPB
4529.0,2023-04-25 22:00:00,2023-05-03 22:00:00,LLPB
4627.25,2023-05-02 22:00:00,2023-05-09 22:00:00,LHPB
4623.5,2023-05-04 22:00:00,2023-05-09 22:00:00,LHPB
4572.5,2023-05-09 22:00:00,2023-05-11 22:00:00,LLPB
4633.5,2023-05-09 22:00:00,2023-05-16 22:00:00,LHPB
4628.75,2023-05-10 22:00:00,2023-05-16 22:00:00,LHPB
4616.5,2023-05-14 22:00:00,2023-05-16 22:00:00,LHPB
4666.5,2023-04-30 22:00:00,2023-05-17 22:00:00,LHPB
4651.75,2023-05-01 22:00:00,2023-05-17 22:00:00,LHPB
4686.25,2023-02-02 23:00:00,2023-05-18 22:00:00,LHPB
4680.5,2023-02-06 23:00:00,2023-05-18 22:00:00,LHPB
4678.75,2023-02-13 23:00:00,2023-05-18 22:00:00,LHPB
4621.5,2023-05-17 22:00:00,2023-05-22 22:00:00,LLPB
4580.25,2023-05-15 22:00:00,2023-05-23 22:00:00,LLPB
4582.25,2023-05-16 22:00:00,2023-05-23 22:00:00,LLPB
4700.75,2023-02-01 23:00:00,2023-05-28 22:00:00,LHPB
4687.5,2023-05-18 22:00:00,2023-05-28 22:00:00,LHPB
4683.0,2023-05-22 22:00:00,2023-05-28 22:00:00,LHPB
4681.5,2023-05-25 22:00:00,2023-05-28 22:00:00,LHPB
4660.25,2023-05-28 22:00:00,2023-05-30 22:00:00,LLPB
4761.25,2022-08-25 22:00:00,2023-06-04 22:00:00,LHPB
4758.0,2023-06-01 22:00:00,2023-06-04 22:00:00,LHPB
4728.75,2023-06-05 22:00:00,2023-06-07 22:00:00,LLPB
4772.5,2022-08-21 22:00:00,2023-06-08 22:00:00,LHPB
4766.0,2023-06-04 22:00:00,2023-06-08 22:00:00,LHPB
4765.0,2023-06-06 22:00:00,2023-06-08 22:00:00,LHPB
4785.75,2023-06-08 22:00:00,2023-06-11 22:00:00,LHPB
4832.25,2022-08-18 22:00:00,2023-06-12 22:00:00,LHPB
4839.5,2022-08-17 22:00:00,2023-06-13 22:00:00,LHPB
4871.5,2022-08-15 22:00:00,2023-06-14 22:00:00,LHPB
4859.0,2022-08-16 22:00:00,2023-06-14 22:00:00,LHPB
4866.0,2023-06-15 22:00:00,2023-06-18 22:00:00,LLPB
4825.5,2023-06-18 22:00:00,2023-06-20 22:00:00,LLPB
4808.75,2023-06-14 22:00:00,2023-06-21 22:00:00,LLPB
4796.75,2023-06-12 22:00:00,2023-06-22 22:00:00,LLPB
4798.5,2023-06-13 22:00:00,2023-06-22 22:00:00,LLPB
4796.5,2023-06-22 22:00:00,2023-06-25 22:00:00,LLPB
4842.0,2023-06-21 22:00:00,2023-06-27 22:00:00,LHPB
4841.25,2023-06-22 22:00:00,2023-06-27 22:00:00,LHPB
4908.75,2023-06-15 22:00:00,2023-06-29 22:00:00,LHPB
4877.0,2023-06-18 22:00:00,2023-06-29 22:00:00,LHPB
4853.5,2023-06-20 22:00:00,2023-06-29 22:00:00,LHPB
4881.25,2023-07-03 22:00:00,2023-07-05 22:00:00,LLPB
4834.5,2023-07-05 22:00:00,2023-07-09 22:00:00,LLPB
4846.5,2023-07-06 22:00:00,2023-07-09 22:00:00,LLPB
4891.0,2023-07-06 22:00:00,2023-07-10 22:00:00,LHPB
4913.0,2023-06-29 22:00:00,2023-07-11 22:00:00,LHPB
4909.0,2023-07-02 22:00:00,2023-07-11 22:00:00,LHPB
4898.5,2023-07-05 22:00:00,2023-07-11 22:00:00,LHPB
4975.5,2023-07-13 22:00:00,2023-07-16 22:00:00,LHPB
4946.0,2023-07-13 22:00:00,2023-07-16 22:00:00,LLPB
5005.0,2023-07-20 22:00:00,2023-07-23 22:00:00,LHPB
4976.75,2023-07-20 22:00:00,2023-07-23 22:00:00,LLPB
5010.75,2023-07-19 22:00:00,2023-07-24 22:00:00,LHPB
5024.25,2023-07-18 22:00:00,2023-07-25 22:00:00,LHPB
4972.25,2023-07-19 22:00:00,2023-07-26 22:00:00,LLPB
4975.0,2023-07-23 22:00:00,2023-07-26 22:00:00,LLPB
5031.5,2023-07-27 22:00:00,2023-07-30 22:00:00,LHPB
4959.75,2023-07-17 22:00:00,2023-08-01 22:00:00,LLPB
4968.75,2023-07-26 22:00:00,2023-08-01 22:00:00,LLPB
4973.0,2023-07-27 22:00:00,2023-08-01 22:00:00,LLPB
4924.25,2023-07-12 22:00:00,2023-08-02 22:00:00,LLPB
4956.75,2023-08-06 22:00:00,2023-08-09 22:00:00,LHPB
4885.0,2023-07-11 22:00:00,2023-08-10 22:00:00,LLPB
4911.25,2023-08-10 22:00:00,2023-08-13 22:00:00,LHPB
4874.0,2023-08-10 22:00:00,2023-08-14 22:00:00,LLPB
4854.0,2023-07-10 22:00:00,2023-08-15 22:00:00,LLPB
4814.25,2023-06-27 22:00:00,2023-08-16 22:00:00,LLPB
4824.75,2023-06-28 22:00:00,2023-08-16 22:00:00,LLPB
4826.25,2023-07-09 22:00:00,2023-08-16 22:00:00,LLPB
4783.5,2023-06-25 22:00:00,2023-08-17 22:00:00,LLPB
4786.5,2023-06-26 22:00:00,2023-08-17 22:00:00,LLPB
4811.0,2023-08-17 22:00:00,2023-08-20 22:00:00,LHPB
4851.75,2023-08-16 22:00:00,2023-08-21 22:00:00,LHPB
4882.25,2023-08-15 22:00:00,2023-08-22 22:00:00,LHPB
4809.25,2023-08-21 22:00:00,2023-08-23 22:00:00,LLPB
4787.25,2023-08-20 22:00:00,2023-08-24 22:00:00,LLPB
4844.0,2023-08-24 22:00:00,2023-08-27 22:00:00,LHPB
4900.5,2023-08-23 22:00:00,2023-08-28 22:00:00,LHPB
4922.25,2023-08-31 22:00:00,2023-09-03 22:00:00,LLPB
4892.5,2023-09-07 22:00:00,2023-09-10 22:00:00,LHPB
4908.5,2023-09-10 22:00:00,2023-09-13 22:00:00,LHPB
4904.5,2023-09-11 22:00:00,2023-09-13 22:00:00,LHPB
4860.5,2023-09-12 22:00:00,2023-09-14 22:00:00,LLPB
4858.0,2023-09-07 22:00:00,2023-09-17 22:00:00,LLPB
4859.5,2023-09-14 22:00:00,2023-09-17 22:00:00,LLPB
4828.25,2023-08-27 22:00:00,2023-09-18 22:00:00,LLPB
4849.25,2023-09-06 22:00:00,2023-09-18 22:00:00,LLPB
4744.25,2023-06-08 22:00:00,2023-09-20 22:00:00,LLPB
4780.25,2023-08-24 22:00:00,2023-09-20 22:00:00,LLPB
4723.0,2023-06-07 22:00:00,2023-09-21 22:00:00,LLPB
4689.25,2023-06-01 22:00:00,2023-09-25 22:00:00,LLPB
4676.5,2023-09-28 22:00:00,2023-10-01 22:00:00,LLPB
4634.25,2023-05-30 22:00:00,2023-10-02 22:00:00,LLPB
4638.25,2023-05-31 22:00:00,2023-10-02 22:00:00,LLPB
4642.5,2023-09-26 22:00:00,2023-10-02 22:00:00,LLPB
4606.25,2023-05-25 22:00:00,2023-10-03 22:00:00,LLPB
