D1_Level,H1_Level,Distance_to_D1,H1_Is_Spike,H1_Is_Swing,Entry_Type,Type,Direction,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Price,Target_Price,PnL,Outcome,MAE,MFE,Max_Drawdown,Formation_Time,Breakout_Time,Associated_D1_Levels
5052.25,5043.0,9.25,True,True,Spike,LLPB,SHORT,2022-01-20 20:35:00,2022-01-20 20:45:00,5043.0,5033.0,5048.0,5033.0,10.0,TARGET,1.5,10.0,9.75,2021-10-21 11:00:00,2021-12-01 20:00:00,14
5119.75,5116.5,3.25,True,False,Spike,LHPB,LONG,2025-04-04 20:00:00,2025-04-04 20:05:00,5116.5,5111.5,5111.5,5126.5,-5.0,STOP,5.0,0.0,0.0,2025-04-04 20:00:00,2025-04-07 14:00:00,13
5073.5,5066.0,7.5,True,True,Spike,LHPB,LONG,2024-01-04 01:15:00,2024-01-04 05:35:00,5066.0,5061.0,5061.0,5076.0,-5.0,STOP,5.0,0.0,2.5,2024-01-04 01:00:00,2024-01-04 06:00:00,18
5075.0,5066.0,9.0,True,True,Spike,LHPB,LONG,2024-01-04 01:15:00,2024-01-04 05:35:00,5066.0,5061.0,5061.0,5076.0,-5.0,STOP,5.0,0.0,2.5,2024-01-04 01:00:00,2024-01-04 06:00:00,18
5133.25,5123.75,9.5,True,False,Spike,LHPB,LONG,2023-12-22 19:00:00,2023-12-22 19:05:00,5123.75,5118.75,5118.75,5133.75,-5.0,STOP,5.0,0.0,1.75,2023-12-22 19:00:00,2023-12-25 23:00:00,11
5089.0,5082.75,6.25,True,False,Spike,LLPB,SHORT,2023-12-21 11:00:00,2023-12-21 12:20:00,5082.75,5087.75,5087.75,5072.75,-5.0,STOP,5.0,0.0,2.5,2023-12-21 11:00:00,2023-12-21 17:00:00,15
5116.25,5116.5,0.25,True,False,Spike,LHPB,LONG,2025-04-04 20:00:00,2025-04-04 20:05:00,5116.5,5111.5,5111.5,5126.5,-5.0,STOP,5.0,0.0,0.0,2025-04-04 20:00:00,2025-04-07 14:00:00,13
5123.0,5116.5,6.5,True,False,Spike,LHPB,LONG,2025-04-04 20:00:00,2025-04-04 20:05:00,5116.5,5111.5,5111.5,5126.5,-5.0,STOP,5.0,0.0,0.0,2025-04-04 20:00:00,2025-04-07 14:00:00,13
5142.75,5133.0,9.75,True,False,Spike,LHPB,LONG,2024-01-11 20:00:00,2024-01-11 20:05:00,5133.0,5128.0,5128.0,5143.0,-5.0,STOP,5.0,0.0,0.0,2024-01-11 20:00:00,2024-01-12 09:00:00,13
5180.5,5180.25,0.25,True,False,Spike,LHPB,LONG,2022-01-14 16:00:00,2022-01-14 16:05:00,5180.25,5175.25,5175.25,5190.25,-5.0,STOP,5.0,0.0,0.0,2022-01-14 16:00:00,2022-01-14 20:00:00,9
5197.25,5189.5,7.75,True,False,Spike,LHPB,LONG,2021-12-14 09:50:00,2021-12-14 09:55:00,5189.5,5184.5,5184.5,5199.5,-5.0,STOP,5.0,0.0,3.0,2021-11-11 13:00:00,2021-11-12 16:00:00,11
5241.5,5232.25,9.25,True,False,Spike,LHPB,LONG,2021-12-13 14:30:00,2021-12-13 14:35:00,5232.25,5227.25,5227.25,5242.25,-5.0,STOP,5.0,3.25,8.25,2021-11-19 10:00:00,2021-11-19 14:00:00,7
5236.75,5232.25,4.5,True,False,Spike,LHPB,LONG,2021-12-13 14:30:00,2021-12-13 14:35:00,5232.25,5227.25,5227.25,5242.25,-5.0,STOP,5.0,3.25,8.25,2021-11-19 10:00:00,2021-11-19 14:00:00,7
5230.25,5220.75,9.5,True,False,Spike,LLPB,SHORT,2021-12-13 14:50:00,2021-12-13 15:10:00,5220.75,5225.75,5225.75,5210.75,-5.0,STOP,5.0,4.75,7.5,2021-11-18 05:00:00,2021-11-18 14:00:00,8
5210.0,5200.75,9.25,True,True,Spike,LHPB,LONG,2022-01-18 01:00:00,2022-01-18 01:15:00,5200.75,5195.75,5195.75,5210.75,-5.0,STOP,5.0,0.0,3.0,2022-01-18 01:00:00,2024-01-22 11:00:00,14
5155.0,5150.25,4.75,True,True,Spike,LHPB,LONG,2021-12-14 15:50:00,2021-12-14 15:55:00,5150.25,5145.25,5145.25,5160.25,-5.0,STOP,5.0,0.75,5.75,2021-11-03 14:00:00,2021-11-03 18:00:00,10
5167.75,5157.75,10.0,True,False,Spike,LHPB,LONG,2021-12-14 15:45:00,2021-12-14 15:50:00,5157.75,5152.75,5152.75,5167.75,-5.0,STOP,5.0,0.0,3.5,2021-11-26 08:00:00,2021-11-26 12:00:00,9
5215.25,5205.5,9.75,True,False,Spike,LLPB,SHORT,2022-01-07 21:55:00,2022-01-09 23:00:00,5205.5,5210.5,5210.5,5195.5,-5.0,STOP,5.0,4.75,9.75,2022-01-07 21:00:00,2022-01-09 23:00:00,16
5173.5,5169.5,4.0,True,False,Spike,LLPB,SHORT,2022-01-11 15:40:00,2022-01-11 15:45:00,5169.5,5174.5,5174.5,5159.5,-5.0,STOP,5.0,0.0,5.0,2022-01-11 15:00:00,2022-01-14 12:00:00,9
5196.75,5189.5,7.25,True,False,Spike,LHPB,LONG,2021-12-14 09:50:00,2021-12-14 09:55:00,5189.5,5184.5,5184.5,5199.5,-5.0,STOP,5.0,0.0,3.0,2021-11-11 13:00:00,2021-11-12 16:00:00,11
5200.5,5194.75,5.75,True,False,Spike,LHPB,LONG,2021-12-17 09:00:00,2021-12-17 09:05:00,5194.75,5189.75,5189.75,5204.75,-5.0,STOP,5.0,0.0,0.75,2021-12-17 09:00:00,2021-12-17 16:00:00,11
5239.5,5232.25,7.25,True,False,Spike,LHPB,LONG,2021-12-13 14:30:00,2021-12-13 14:35:00,5232.25,5227.25,5227.25,5242.25,-5.0,STOP,5.0,3.25,8.25,2021-11-19 10:00:00,2021-11-19 14:00:00,7
5197.75,5189.5,8.25,True,False,Spike,LHPB,LONG,2021-12-14 09:50:00,2021-12-14 09:55:00,5189.5,5184.5,5184.5,5199.5,-5.0,STOP,5.0,0.0,3.0,2021-11-11 13:00:00,2021-11-12 16:00:00,11
5253.25,5247.25,6.0,True,True,Spike,LHPB,LONG,2024-01-26 16:00:00,2024-01-26 16:05:00,5247.25,5242.25,5242.25,5257.25,-5.0,STOP,5.0,0.0,2.25,2024-01-26 16:00:00,2024-01-29 20:00:00,15
5214.0,5205.5,8.5,True,False,Spike,LLPB,SHORT,2022-01-07 21:55:00,2022-01-09 23:00:00,5205.5,5210.5,5210.5,5195.5,-5.0,STOP,5.0,4.75,9.75,2022-01-07 21:00:00,2022-01-09 23:00:00,16
5270.25,5265.0,5.25,True,True,Spike,LLPB,SHORT,2024-04-22 03:30:00,2024-04-22 04:30:00,5265.0,5270.0,5270.0,5255.0,-5.0,STOP,5.0,0.0,2.25,2024-04-22 03:00:00,2024-04-22 14:00:00,5
5178.75,5169.5,9.25,True,False,Spike,LLPB,SHORT,2022-01-11 15:40:00,2022-01-11 15:45:00,5169.5,5174.5,5174.5,5159.5,-5.0,STOP,5.0,0.0,5.0,2022-01-11 15:00:00,2022-01-14 12:00:00,9
5107.0,5099.75,7.25,True,True,Spike,LLPB,SHORT,2023-12-22 08:55:00,2023-12-22 09:20:00,5099.75,5104.75,5104.75,5089.75,-5.0,STOP,5.0,0.0,2.75,2023-12-22 08:00:00,2023-12-22 19:00:00,10
5246.75,5241.0,5.75,True,True,Spike,LHPB,LONG,2021-12-12 23:00:00,2021-12-13 00:00:00,5241.0,5251.0,5236.0,5251.0,10.0,TARGET,0.0,10.0,4.0,2021-11-25 11:00:00,2021-12-08 11:00:00,12
5199.5,5189.5,10.0,True,False,Spike,LHPB,LONG,2021-12-14 09:50:00,2021-12-14 09:55:00,5189.5,5184.5,5184.5,5199.5,-5.0,STOP,5.0,0.0,3.0,2021-11-11 13:00:00,2021-11-12 16:00:00,11
5027.5,5021.5,6.0,True,False,Spike,LHPB,LONG,2022-02-11 03:00:00,2022-02-11 03:05:00,5021.5,5016.5,5016.5,5031.5,-5.0,STOP,5.0,0.0,1.25,2022-02-11 03:00:00,2022-02-11 08:00:00,17
5136.25,5130.25,6.0,True,False,Spike,LLPB,SHORT,2023-12-19 23:00:00,2023-12-20 03:05:00,5130.25,5135.25,5135.25,5120.25,-5.0,STOP,5.0,0.0,1.25,2023-12-19 23:00:00,2023-12-20 08:00:00,12
5021.75,5011.75,10.0,True,True,Spike,LLPB,SHORT,2022-01-20 20:55:00,2022-01-20 21:20:00,5011.75,5001.75,5016.75,5001.75,10.0,TARGET,4.75,10.0,11.0,2021-08-25 19:00:00,2021-08-26 00:00:00,17
5061.25,5052.25,9.0,True,True,Spike,LLPB,SHORT,2022-01-20 20:25:00,2022-01-20 20:35:00,5052.25,5042.25,5057.25,5042.25,10.0,TARGET,1.75,10.0,7.75,2021-09-01 04:00:00,2021-09-01 13:00:00,11
5117.0,5116.5,0.5,True,False,Spike,LHPB,LONG,2025-04-04 20:00:00,2025-04-04 20:05:00,5116.5,5111.5,5111.5,5126.5,-5.0,STOP,5.0,0.0,0.0,2025-04-04 20:00:00,2025-04-07 14:00:00,13
5241.75,5232.25,9.5,True,False,Spike,LHPB,LONG,2021-12-13 14:30:00,2021-12-13 14:35:00,5232.25,5227.25,5227.25,5242.25,-5.0,STOP,5.0,3.25,8.25,2021-11-19 10:00:00,2021-11-19 14:00:00,7
5192.0,5182.0,10.0,True,True,Spike,LHPB,LONG,2021-12-21 21:45:00,2021-12-21 23:15:00,5182.0,5177.0,5177.0,5192.0,-5.0,STOP,5.0,0.0,4.0,2021-12-21 21:00:00,2021-12-22 11:00:00,10
5242.5,5241.0,1.5,True,True,Spike,LHPB,LONG,2021-12-12 23:00:00,2021-12-13 00:00:00,5241.0,5251.0,5236.0,5251.0,10.0,TARGET,0.0,10.0,4.0,2021-11-25 11:00:00,2021-12-08 11:00:00,12
5194.0,5184.5,9.5,True,False,Spike,LLPB,SHORT,2021-12-14 09:50:00,2021-12-14 11:05:00,5184.5,5189.5,5189.5,5174.5,-5.0,STOP,5.0,5.0,6.0,2021-11-04 08:00:00,2021-11-04 13:00:00,11
5260.75,5265.0,4.25,True,True,Spike,LLPB,SHORT,2024-04-22 03:30:00,2024-04-22 04:30:00,5265.0,5270.0,5270.0,5255.0,-5.0,STOP,5.0,0.0,2.25,2024-04-22 03:00:00,2024-04-22 14:00:00,5
5135.25,5130.25,5.0,True,False,Spike,LLPB,SHORT,2023-12-19 23:00:00,2023-12-20 03:05:00,5130.25,5135.25,5135.25,5120.25,-5.0,STOP,5.0,0.0,1.25,2023-12-19 23:00:00,2023-12-20 08:00:00,12
5141.0,5131.5,9.5,True,False,Spike,LLPB,SHORT,2023-12-26 18:00:00,2023-12-26 19:10:00,5131.5,5136.5,5136.5,5121.5,-5.0,STOP,5.0,0.0,2.75,2023-12-26 18:00:00,2023-12-27 15:00:00,13
5282.25,5272.5,9.75,False,True,Swing,LLPB,SHORT,2024-04-25 14:00:00,2024-04-25 14:05:00,5272.5,5277.5,5277.5,5262.5,-5.0,STOP,5.0,0.0,1.0,2024-04-25 14:00:00,2025-04-04 10:00:00,9
5129.0,5121.75,7.25,True,False,Spike,LHPB,LONG,2023-12-22 20:00:00,2023-12-22 20:05:00,5121.75,5116.75,5116.75,5131.75,-5.0,STOP,5.0,0.0,3.75,2023-12-22 20:00:00,2023-12-25 23:00:00,13
5207.0,5200.75,6.25,True,True,Spike,LHPB,LONG,2022-01-18 01:00:00,2022-01-18 01:15:00,5200.75,5195.75,5195.75,5210.75,-5.0,STOP,5.0,0.0,3.0,2022-01-18 01:00:00,2024-01-22 11:00:00,14
5059.25,5052.25,7.0,True,True,Spike,LLPB,SHORT,2022-01-20 20:25:00,2022-01-20 20:35:00,5052.25,5042.25,5057.25,5042.25,10.0,TARGET,1.75,10.0,7.75,2021-09-01 04:00:00,2021-09-01 13:00:00,11
5104.75,5099.75,5.0,True,True,Spike,LLPB,SHORT,2023-12-22 08:55:00,2023-12-22 09:20:00,5099.75,5104.75,5104.75,5089.75,-5.0,STOP,5.0,0.0,2.75,2023-12-22 08:00:00,2023-12-22 19:00:00,10
5161.25,5153.5,7.75,True,False,Spike,LHPB,LONG,2022-01-18 13:00:00,2022-01-18 13:15:00,5153.5,5148.5,5148.5,5163.5,-5.0,STOP,5.0,0.0,2.0,2022-01-18 13:00:00,2022-03-29 12:00:00,9
5223.25,5214.75,8.5,True,False,Spike,LHPB,LONG,2024-01-24 21:55:00,2024-01-25 00:05:00,5214.75,5209.75,5209.75,5224.75,-5.0,STOP,5.0,0.0,2.25,2024-01-24 21:00:00,2024-01-25 01:00:00,11
5252.25,5247.25,5.0,True,True,Spike,LHPB,LONG,2024-01-26 16:00:00,2024-01-26 16:05:00,5247.25,5242.25,5242.25,5257.25,-5.0,STOP,5.0,0.0,2.25,2024-01-26 16:00:00,2024-01-29 20:00:00,15
5337.0,5330.75,6.25,True,False,Spike,LHPB,LONG,2021-12-28 16:55:00,2021-12-28 17:05:00,5330.75,5325.75,5325.75,5340.75,-5.0,STOP,5.0,0.0,3.25,2021-12-28 16:00:00,2021-12-29 14:00:00,7
5338.75,5330.75,8.0,True,False,Spike,LHPB,LONG,2021-12-28 16:55:00,2021-12-28 17:05:00,5330.75,5325.75,5325.75,5340.75,-5.0,STOP,5.0,0.0,3.25,2021-12-28 16:00:00,2021-12-29 14:00:00,7
5317.5,5318.5,1.0,True,False,Spike,LLPB,SHORT,2021-12-28 21:00:00,2021-12-28 21:05:00,5318.5,5323.5,5323.5,5308.5,-5.0,STOP,5.0,0.0,1.25,2021-12-28 21:00:00,2021-12-29 01:00:00,8
5289.5,5293.0,3.5,True,False,Spike,LLPB,SHORT,2024-04-18 19:00:00,2024-04-18 19:05:00,5293.0,5298.0,5298.0,5283.0,-5.0,STOP,5.0,0.0,0.0,2024-04-18 19:00:00,2024-04-18 23:00:00,5
5286.5,5293.0,6.5,True,False,Spike,LLPB,SHORT,2024-04-18 19:00:00,2024-04-18 19:05:00,5293.0,5298.0,5298.0,5283.0,-5.0,STOP,5.0,0.0,0.0,2024-04-18 19:00:00,2024-04-18 23:00:00,5
5347.25,5355.75,8.5,True,False,Spike,LHPB,LONG,2024-04-17 04:55:00,2024-04-17 05:00:00,5355.75,5350.75,5350.75,5365.75,-5.0,STOP,5.0,0.0,4.5,2024-04-17 04:00:00,2024-04-17 08:00:00,5
5327.25,5318.5,8.75,True,False,Spike,LLPB,SHORT,2021-12-28 21:00:00,2021-12-28 21:05:00,5318.5,5323.5,5323.5,5308.5,-5.0,STOP,5.0,0.0,1.25,2021-12-28 21:00:00,2021-12-29 01:00:00,8
5254.75,5247.25,7.5,True,True,Spike,LHPB,LONG,2024-01-26 16:00:00,2024-01-26 16:05:00,5247.25,5242.25,5242.25,5257.25,-5.0,STOP,5.0,0.0,2.25,2024-01-26 16:00:00,2024-01-29 20:00:00,15
5192.75,5184.5,8.25,True,False,Spike,LLPB,SHORT,2021-12-14 09:50:00,2021-12-14 11:05:00,5184.5,5189.5,5189.5,5174.5,-5.0,STOP,5.0,5.0,6.0,2021-11-04 08:00:00,2021-11-04 13:00:00,11
5244.75,5241.0,3.75,True,True,Spike,LHPB,LONG,2021-12-12 23:00:00,2021-12-13 00:00:00,5241.0,5251.0,5236.0,5251.0,10.0,TARGET,0.0,10.0,4.0,2021-11-25 11:00:00,2021-12-08 11:00:00,12
5111.75,5103.0,8.75,True,False,Spike,LHPB,LONG,2024-01-09 09:00:00,2024-01-09 09:10:00,5103.0,5098.0,5098.0,5113.0,-5.0,STOP,5.0,0.0,2.25,2024-01-09 09:00:00,2024-01-09 16:00:00,12
5166.25,5157.75,8.5,True,False,Spike,LHPB,LONG,2021-12-14 15:45:00,2021-12-14 15:50:00,5157.75,5152.75,5152.75,5167.75,-5.0,STOP,5.0,0.0,3.5,2021-11-26 08:00:00,2021-11-26 12:00:00,9
5278.5,5268.5,10.0,False,True,Swing,LLPB,SHORT,2024-02-05 21:00:00,2024-02-05 21:05:00,5268.5,5273.5,5273.5,5258.5,-5.0,STOP,5.0,0.0,1.25,2024-02-05 21:00:00,2024-02-06 11:00:00,7
5275.25,5265.25,10.0,False,True,Swing,LHPB,LONG,2022-01-12 17:55:00,2022-01-12 18:00:00,5265.25,5260.25,5260.25,5275.25,-5.0,STOP,5.0,0.0,4.0,2022-01-12 17:00:00,2022-01-13 13:00:00,6
5206.0,5200.75,5.25,True,True,Spike,LHPB,LONG,2022-01-18 01:00:00,2022-01-18 01:15:00,5200.75,5195.75,5195.75,5210.75,-5.0,STOP,5.0,0.0,3.0,2022-01-18 01:00:00,2024-01-22 11:00:00,14
5145.0,5137.25,7.75,True,False,Spike,LLPB,SHORT,2021-12-14 18:00:00,2021-12-14 18:05:00,5137.25,5142.25,5142.25,5127.25,-5.0,STOP,5.0,0.0,0.0,2021-12-14 18:00:00,2021-12-17 15:00:00,12
5099.0,5090.75,8.25,True,False,Spike,LLPB,SHORT,2021-12-20 06:25:00,2021-12-20 07:00:00,5090.75,5095.75,5095.75,5080.75,-5.0,STOP,5.0,5.75,8.25,2021-10-27 15:00:00,2021-10-27 19:00:00,9
5210.75,5200.75,10.0,True,True,Spike,LHPB,LONG,2022-01-18 01:00:00,2022-01-18 01:15:00,5200.75,5195.75,5195.75,5210.75,-5.0,STOP,5.0,0.0,3.0,2022-01-18 01:00:00,2024-01-22 11:00:00,14
5142.0,5133.0,9.0,True,False,Spike,LHPB,LONG,2024-01-11 20:00:00,2024-01-11 20:05:00,5133.0,5128.0,5128.0,5143.0,-5.0,STOP,5.0,0.0,0.0,2024-01-11 20:00:00,2024-01-12 09:00:00,13
4920.25,4912.5,7.75,True,False,Spike,LLPB,SHORT,2023-08-04 20:55:00,2023-08-06 22:00:00,4912.5,4917.5,4917.5,4902.5,-5.0,STOP,5.0,0.0,2.0,2023-08-04 20:00:00,2023-08-08 12:00:00,21
5026.0,5021.5,4.5,True,False,Spike,LHPB,LONG,2022-02-11 03:00:00,2022-02-11 03:05:00,5021.5,5016.5,5016.5,5031.5,-5.0,STOP,5.0,0.0,1.25,2022-02-11 03:00:00,2022-02-11 08:00:00,17
4966.5,4957.75,8.75,True,False,Spike,LHPB,LONG,2023-12-04 09:00:00,2023-12-04 09:05:00,4957.75,4952.75,4952.75,4967.75,-5.0,STOP,5.0,0.0,3.0,2023-12-04 09:00:00,2023-12-06 13:00:00,20
4751.75,4743.25,8.5,True,False,Spike,LLPB,SHORT,2022-02-24 00:25:00,2022-02-24 00:30:00,4743.25,4748.25,4748.25,4733.25,-5.0,STOP,5.0,3.75,8.75,2021-06-22 15:00:00,2022-02-24 00:00:00,21
4815.5,4806.75,8.75,True,False,Spike,LHPB,LONG,2023-06-26 15:00:00,2023-06-26 15:05:00,4806.75,4801.75,4801.75,4816.75,-5.0,STOP,5.0,0.0,0.0,2023-06-26 15:00:00,2023-06-27 15:00:00,19
4985.25,4975.25,10.0,True,False,Spike,LHPB,LONG,2022-01-21 02:45:00,2022-01-21 02:50:00,4975.25,4970.25,4970.25,4985.25,-5.0,STOP,5.0,0.0,4.25,2021-09-14 17:00:00,2021-09-15 08:00:00,23
4802.25,4804.75,2.5,True,True,Spike,LHPB,LONG,2023-09-21 07:00:00,2023-09-21 07:25:00,4804.75,4799.75,4799.75,4814.75,-5.0,STOP,5.0,0.0,2.75,2023-09-21 07:00:00,2023-11-14 13:00:00,21
4965.0,4957.75,7.25,True,False,Spike,LHPB,LONG,2023-12-04 09:00:00,2023-12-04 09:05:00,4957.75,4952.75,4952.75,4967.75,-5.0,STOP,5.0,0.0,3.0,2023-12-04 09:00:00,2023-12-06 13:00:00,20
4805.25,4804.75,0.5,True,True,Spike,LHPB,LONG,2023-09-21 07:00:00,2023-09-21 07:25:00,4804.75,4799.75,4799.75,4814.75,-5.0,STOP,5.0,0.0,2.75,2023-09-21 07:00:00,2023-11-14 13:00:00,21
4934.5,4929.25,5.25,True,False,Spike,LHPB,LONG,2022-01-21 20:25:00,2022-01-21 20:30:00,4929.25,4939.25,4924.25,4939.25,10.0,TARGET,0.0,10.0,10.0,2021-07-27 12:00:00,2021-07-29 13:00:00,22
5013.0,5005.75,7.25,True,True,Spike,LHPB,LONG,2022-02-15 20:50:00,2022-02-15 20:55:00,5005.75,5000.75,5000.75,5015.75,-5.0,STOP,5.0,0.0,4.75,2022-02-15 20:00:00,2022-02-16 08:00:00,16
5125.0,5116.5,8.5,True,False,Spike,LHPB,LONG,2025-04-04 20:00:00,2025-04-04 20:05:00,5116.5,5111.5,5111.5,5126.5,-5.0,STOP,5.0,0.0,0.0,2025-04-04 20:00:00,2025-04-07 14:00:00,13
5087.5,5082.75,4.75,True,False,Spike,LLPB,SHORT,2023-12-21 11:00:00,2023-12-21 12:20:00,5082.75,5087.75,5087.75,5072.75,-5.0,STOP,5.0,0.0,2.5,2023-12-21 11:00:00,2023-12-21 17:00:00,15
5071.5,5063.0,8.5,True,False,Spike,LHPB,LONG,2022-02-03 23:45:00,2022-02-03 23:50:00,5063.0,5058.0,5058.0,5073.0,-5.0,STOP,5.0,0.0,2.75,2022-02-03 23:00:00,2022-02-04 05:00:00,13
4977.5,4974.75,2.75,True,False,Spike,LLPB,SHORT,2022-01-21 02:45:00,2022-01-21 04:00:00,4974.75,4979.75,4979.75,4964.75,-5.0,STOP,5.0,6.25,7.0,2021-09-24 20:00:00,2021-09-26 22:00:00,23
4995.25,4987.5,7.75,True,False,Spike,LHPB,LONG,2022-01-20 21:40:00,2022-01-20 21:45:00,4987.5,4982.5,4982.5,4997.5,-5.0,STOP,5.0,0.0,4.25,2021-08-17 01:00:00,2021-08-23 13:00:00,14
5124.0,5116.5,7.5,True,False,Spike,LHPB,LONG,2025-04-04 20:00:00,2025-04-04 20:05:00,5116.5,5111.5,5111.5,5126.5,-5.0,STOP,5.0,0.0,0.0,2025-04-04 20:00:00,2025-04-07 14:00:00,13
5122.75,5116.5,6.25,True,False,Spike,LHPB,LONG,2025-04-04 20:00:00,2025-04-04 20:05:00,5116.5,5111.5,5111.5,5126.5,-5.0,STOP,5.0,0.0,0.0,2025-04-04 20:00:00,2025-04-07 14:00:00,13
4932.25,4923.25,9.0,True,False,Spike,LHPB,LONG,2023-08-30 07:00:00,2023-08-30 07:10:00,4923.25,4918.25,4918.25,4933.25,-5.0,STOP,5.0,0.0,2.25,2023-08-30 07:00:00,2023-08-30 12:00:00,21
5059.5,5052.25,7.25,True,True,Spike,LLPB,SHORT,2022-01-20 20:25:00,2022-01-20 20:35:00,5052.25,5042.25,5057.25,5042.25,10.0,TARGET,1.75,10.0,7.75,2021-09-01 04:00:00,2021-09-01 13:00:00,11
4893.0,4889.0,4.0,True,False,Spike,LLPB,SHORT,2022-01-24 13:20:00,2022-01-24 13:35:00,4889.0,4879.0,4894.0,4879.0,10.0,TARGET,1.5,10.0,7.0,2021-10-11 11:00:00,2021-10-11 19:00:00,24
4920.75,4912.5,8.25,True,False,Spike,LLPB,SHORT,2023-08-04 20:55:00,2023-08-06 22:00:00,4912.5,4917.5,4917.5,4902.5,-5.0,STOP,5.0,0.0,2.0,2023-08-04 20:00:00,2023-08-08 12:00:00,21
5023.5,5014.0,9.5,True,True,Spike,LHPB,LONG,2022-04-12 13:50:00,2022-04-12 13:55:00,5014.0,5009.0,5009.0,5024.0,-5.0,STOP,5.0,0.0,1.75,2022-04-12 13:00:00,2022-04-19 19:00:00,15
5013.75,5005.75,8.0,True,True,Spike,LHPB,LONG,2022-02-15 20:50:00,2022-02-15 20:55:00,5005.75,5000.75,5000.75,5015.75,-5.0,STOP,5.0,0.0,4.75,2022-02-15 20:00:00,2022-02-16 08:00:00,16
4860.0,4855.0,5.0,True,False,Spike,LHPB,LONG,2023-07-09 22:55:00,2023-07-10 00:05:00,4855.0,4850.0,4850.0,4865.0,-5.0,STOP,5.0,0.0,2.5,2023-07-09 22:00:00,2023-07-10 13:00:00,20
4950.5,4941.25,9.25,True,False,Spike,LLPB,SHORT,2022-01-21 20:05:00,2022-01-21 20:10:00,4941.25,4931.25,4946.25,4931.25,10.0,TARGET,0.0,10.0,6.75,2021-08-20 14:00:00,2021-09-17 20:00:00,21
4789.0,4783.0,6.0,True,False,Spike,LHPB,LONG,2022-01-24 16:45:00,2022-01-24 16:50:00,4783.0,4778.0,4778.0,4793.0,-5.0,STOP,5.0,10.0,15.0,2021-06-24 22:00:00,2021-06-25 03:00:00,15
4930.25,4923.25,7.0,True,False,Spike,LHPB,LONG,2023-08-30 07:00:00,2023-08-30 07:10:00,4923.25,4918.25,4918.25,4933.25,-5.0,STOP,5.0,0.0,2.25,2023-08-30 07:00:00,2023-08-30 12:00:00,21
4640.75,4635.25,5.5,True,True,Spike,LHPB,LONG,2022-12-01 15:00:00,2022-12-01 15:05:00,4635.25,4630.25,4630.25,4645.25,-5.0,STOP,5.0,0.0,0.0,2022-12-01 15:00:00,2022-12-13 13:00:00,20
4923.25,4914.75,8.5,True,False,Spike,LHPB,LONG,2022-01-24 10:20:00,2022-01-24 10:30:00,4914.75,4909.75,4909.75,4924.75,-5.0,STOP,5.0,2.75,7.75,2021-07-26 01:00:00,2021-07-26 09:00:00,22
4766.5,4764.5,2.0,True,False,Spike,LLPB,SHORT,2023-06-09 20:55:00,2023-06-11 22:15:00,4764.5,4769.5,4769.5,4754.5,-5.0,STOP,5.0,0.0,2.25,2023-06-09 20:00:00,2023-09-21 14:00:00,15
4790.5,4783.0,7.5,True,False,Spike,LHPB,LONG,2022-01-24 16:45:00,2022-01-24 16:50:00,4783.0,4778.0,4778.0,4793.0,-5.0,STOP,5.0,10.0,15.0,2021-06-24 22:00:00,2021-06-25 03:00:00,15
4814.0,4804.75,9.25,True,True,Spike,LHPB,LONG,2023-09-21 07:00:00,2023-09-21 07:25:00,4804.75,4799.75,4799.75,4814.75,-5.0,STOP,5.0,0.0,2.75,2023-09-21 07:00:00,2023-11-14 13:00:00,21
4817.25,4808.5,8.75,True,True,Spike,LHPB,LONG,2023-06-12 22:45:00,2023-06-12 23:40:00,4808.5,4803.5,4803.5,4818.5,-5.0,STOP,5.0,0.0,2.0,2023-06-12 22:00:00,2023-06-13 03:00:00,18
4957.75,4949.0,8.75,True,False,Spike,LHPB,LONG,2023-12-06 16:10:00,2023-12-06 16:20:00,4949.0,4944.0,4944.0,4959.0,-5.0,STOP,5.0,0.0,3.5,2023-12-06 16:00:00,2023-12-07 15:00:00,18
4820.25,4812.25,8.0,True,False,Spike,LLPB,SHORT,2022-08-18 01:00:00,2022-08-18 01:15:00,4812.25,4817.25,4817.25,4802.25,-5.0,STOP,5.0,0.0,1.5,2022-08-18 01:00:00,2022-08-18 05:00:00,14
4913.5,4904.75,8.75,True,False,Spike,LHPB,LONG,2023-07-05 03:40:00,2023-07-05 06:15:00,4904.75,4899.75,4899.75,4914.75,-5.0,STOP,5.0,0.0,2.25,2023-07-05 03:00:00,2023-07-05 14:00:00,21
4864.25,4855.0,9.25,True,False,Spike,LHPB,LONG,2023-07-09 22:55:00,2023-07-10 00:05:00,4855.0,4850.0,4850.0,4865.0,-5.0,STOP,5.0,0.0,2.5,2023-07-09 22:00:00,2023-07-10 13:00:00,20
4677.75,4667.75,10.0,True,False,Spike,LHPB,LONG,2022-02-24 03:30:00,2022-02-24 03:35:00,4667.75,4662.75,4662.75,4677.75,-5.0,STOP,5.0,7.0,12.0,2021-05-11 10:00:00,2021-05-11 14:00:00,22
4837.25,4834.5,2.75,True,False,Spike,LHPB,LONG,2023-06-13 22:45:00,2023-06-14 00:10:00,4834.5,4829.5,4829.5,4844.5,-5.0,STOP,5.0,0.0,1.5,2023-06-13 22:00:00,2023-06-14 07:00:00,17
