price,formation_time,breakout_time,retest_time,type,status,m5_retest_time,m5_open,m5_high,m5_low,m5_close
6098.25,2025-02-03 20:00:00,2025-02-03 21:00:00,2025-02-04 01:00:00,LHPB,retested,2025-02-04 01:00:00,6102.25,6102.25,6098.0,6098.75
6104.25,2025-02-03 23:00:00,2025-02-04 00:00:00,2025-02-04 15:00:00,LLPB,retested,2025-02-04 15:10:00,6102.0,6106.25,6100.0,6101.25
6099.5,2025-02-04 00:00:00,2025-02-04 01:00:00,2025-02-04 15:00:00,LLPB,retested,2025-02-04 15:05:00,6094.75,6103.75,6092.5,6102.0
6087.25,2025-02-04 01:00:00,2025-02-04 02:00:00,2025-02-04 14:00:00,LLPB,retested,2025-02-04 14:55:00,6086.25,6089.25,6083.5,6086.5
6076.75,2025-02-04 03:00:00,2025-02-04 05:00:00,2025-02-04 12:00:00,LLPB,retested,2025-02-04 12:35:00,6074.5,6080.0,6074.5,6078.25
6079.0,2025-02-04 04:00:00,2025-02-04 05:00:00,2025-02-04 12:00:00,LLPB,retested,2025-02-04 12:35:00,6074.5,6080.0,6074.5,6078.25
6082.75,2025-02-04 13:00:00,2025-02-04 14:00:00,2025-02-05 06:00:00,LHPB,retested,2025-02-05 06:00:00,6084.5,6085.25,6082.5,6083.25
6089.25,2025-02-04 14:00:00,2025-02-04 15:00:00,2025-02-05 03:00:00,LHPB,retested,2025-02-05 03:20:00,6091.25,6091.5,6087.5,6088.75
6106.5,2025-02-04 20:00:00,2025-02-04 21:00:00,2025-02-05 14:00:00,LLPB,retested,2025-02-05 14:35:00,6100.25,6107.0,6099.75,6105.5
6093.0,2025-02-05 01:00:00,2025-02-05 02:00:00,2025-02-05 13:00:00,LLPB,retested,2025-02-05 13:05:00,6089.5,6093.5,6088.5,6092.0
6107.0,2025-02-05 14:00:00,2025-02-05 16:00:00,2025-02-07 15:00:00,LHPB,retested,2025-02-07 15:50:00,6141.0,6147.0,6104.0,6110.25
6106.5,2025-02-05 15:00:00,2025-02-05 16:00:00,2025-02-07 15:00:00,LHPB,retested,2025-02-07 15:50:00,6141.0,6147.0,6104.0,6110.25
6135.0,2025-01-31 20:00:00,2025-02-05 20:00:00,2025-02-06 19:00:00,LHPB,retested,2025-02-06 19:30:00,6141.0,6141.25,6121.5,6125.5
6133.0,2025-02-05 19:00:00,2025-02-05 20:00:00,2025-02-06 19:00:00,LHPB,retested,2025-02-06 19:30:00,6141.0,6141.25,6121.5,6125.5
6153.0,2025-02-06 23:00:00,2025-02-07 00:00:00,2025-02-07 04:00:00,LHPB,retested,2025-02-07 04:10:00,6153.5,6153.5,6153.0,6153.25
6155.5,2025-02-07 02:00:00,2025-02-07 03:00:00,2025-02-07 08:00:00,LLPB,retested,2025-02-07 08:05:00,6154.25,6157.5,6154.0,6157.25
6139.0,2025-02-07 13:00:00,2025-02-07 15:00:00,2025-02-10 15:00:00,LLPB,retested,2025-02-10 15:05:00,6133.75,6140.5,6133.0,6138.25
6156.5,2025-02-07 14:00:00,2025-02-07 15:00:00,2025-02-13 15:00:00,LLPB,retested,2025-02-13 15:35:00,6153.75,6161.0,6152.75,6159.25
6108.25,2025-02-07 19:00:00,2025-02-09 23:00:00,2025-02-12 13:00:00,LHPB,retested,2025-02-12 13:30:00,6144.25,6149.5,6080.0,6088.75
6105.75,2025-02-07 21:00:00,2025-02-09 23:00:00,2025-02-12 13:00:00,LHPB,retested,2025-02-12 13:30:00,6144.25,6149.5,6080.0,6088.75
6120.5,2025-02-10 08:00:00,2025-02-10 09:00:00,2025-02-10 14:00:00,LHPB,retested,2025-02-10 14:40:00,6123.5,6123.75,6119.25,6123.0
6134.5,2025-02-10 20:00:00,2025-02-10 23:00:00,2025-02-11 15:00:00,LLPB,retested,2025-02-11 15:35:00,6131.75,6135.0,6131.25,6134.25
