price,formation_time,breakout_time,retest_time,type,status,m5_retest_time,m5_open,m5_high,m5_low,m5_close
16468.0,2023-11-02 20:00:00,2023-11-03 12:00:00,2025-04-06 23:00:00,LHPB,retested,2025-04-06 23:10:00,16548.75,16615.0,16460.0,16592.0
16656.25,2023-11-07 11:00:00,2023-11-07 12:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16704.25,2023-11-10 09:00:00,2023-11-10 12:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16692.75,2023-11-10 10:00:00,2023-11-10 12:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16684.25,2023-11-10 11:00:00,2023-11-10 12:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16733.75,2023-11-10 12:00:00,2023-11-10 13:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16771.5,2023-11-10 13:00:00,2023-11-10 14:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16895.0,2023-11-09 17:00:00,2023-11-10 16:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16869.0,2023-11-09 18:00:00,2023-11-10 16:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16841.5,2023-11-10 14:00:00,2023-11-10 16:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16830.5,2023-11-10 15:00:00,2023-11-10 16:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16904.5,2023-11-09 16:00:00,2023-11-10 17:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
16902.75,2023-11-10 16:00:00,2023-11-10 17:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
17170.5,2023-09-15 04:00:00,2023-11-14 13:00:00,2025-04-07 10:00:00,LHPB,retested,2025-04-07 10:35:00,17127.25,17259.0,17105.0,17251.0
17169.75,2023-09-15 05:00:00,2023-11-14 13:00:00,2025-04-07 10:00:00,LHPB,retested,2025-04-07 10:35:00,17127.25,17259.0,17105.0,17251.0
17163.5,2023-09-15 06:00:00,2023-11-14 13:00:00,2025-04-07 10:00:00,LHPB,retested,2025-04-07 10:20:00,17104.25,17168.25,17078.0,17154.75
17160.25,2023-09-15 07:00:00,2023-11-14 13:00:00,2025-04-07 10:00:00,LHPB,retested,2025-04-07 10:20:00,17104.25,17168.25,17078.0,17154.75
17130.75,2023-09-15 08:00:00,2023-11-14 13:00:00,2025-04-07 10:00:00,LHPB,retested,2025-04-07 10:20:00,17104.25,17168.25,17078.0,17154.75
17123.5,2023-09-15 11:00:00,2023-11-14 13:00:00,2025-04-07 10:00:00,LHPB,retested,2025-04-07 10:20:00,17104.25,17168.25,17078.0,17154.75
17122.75,2023-09-15 12:00:00,2023-11-14 13:00:00,2025-04-07 10:00:00,LHPB,retested,2025-04-07 10:20:00,17104.25,17168.25,17078.0,17154.75
17084.25,2023-09-15 13:00:00,2023-11-14 13:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
17063.5,2023-11-10 21:00:00,2023-11-14 13:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
17058.5,2023-11-14 09:00:00,2023-11-14 13:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
17051.25,2023-11-14 10:00:00,2023-11-14 13:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
17037.75,2023-11-14 12:00:00,2023-11-14 13:00:00,2025-04-06 22:00:00,LHPB,retested,2025-04-06 22:00:00,17100.0,17100.0,16550.0,16689.75
17323.5,2023-12-06 20:00:00,2023-12-07 13:00:00,2025-04-07 14:00:00,LHPB,retested,2025-04-07 14:00:00,17273.0,17358.25,17163.75,17227.75
17311.75,2023-12-07 12:00:00,2023-12-07 13:00:00,2025-04-07 14:00:00,LHPB,retested,2025-04-07 14:00:00,17273.0,17358.25,17163.75,17227.75
17569.5,2023-12-08 19:00:00,2023-12-11 14:00:00,2025-04-04 18:00:00,LHPB,retested,2025-04-04 18:40:00,17609.0,17624.0,17553.0,17563.5
17568.25,2023-12-08 20:00:00,2023-12-11 14:00:00,2025-04-04 18:00:00,LHPB,retested,2025-04-04 18:40:00,17609.0,17624.0,17553.0,17563.5
17565.25,2023-12-10 23:00:00,2023-12-11 14:00:00,2025-04-04 18:00:00,LHPB,retested,2025-04-04 18:40:00,17609.0,17624.0,17553.0,17563.5
17560.0,2023-12-11 00:00:00,2023-12-11 14:00:00,2025-04-04 18:00:00,LHPB,retested,2025-04-04 18:40:00,17609.0,17624.0,17553.0,17563.5
17541.5,2023-12-11 09:00:00,2023-12-11 14:00:00,2025-04-04 19:00:00,LHPB,retested,2025-04-04 19:55:00,17607.0,17609.75,17528.5,17534.75
17536.5,2023-12-11 12:00:00,2023-12-11 14:00:00,2025-04-04 19:00:00,LHPB,retested,2025-04-04 19:55:00,17607.0,17609.75,17528.5,17534.75
17535.5,2023-12-11 13:00:00,2023-12-11 14:00:00,2025-04-04 19:00:00,LHPB,retested,2025-04-04 19:55:00,17607.0,17609.75,17528.5,17534.75
17682.75,2024-01-08 10:00:00,2024-01-08 11:00:00,2025-04-04 14:00:00,LHPB,retested,2025-04-04 14:50:00,17716.25,17849.0,17656.0,17812.0
17707.5,2024-01-08 02:00:00,2024-01-08 12:00:00,2025-04-04 14:00:00,LHPB,retested,2025-04-04 14:50:00,17716.25,17849.0,17656.0,17812.0
17705.75,2024-01-08 11:00:00,2024-01-08 12:00:00,2025-04-04 14:00:00,LHPB,retested,2025-04-04 14:50:00,17716.25,17849.0,17656.0,17812.0
17835.5,2024-01-03 20:00:00,2024-01-08 14:00:00,2025-04-04 11:00:00,LHPB,retested,2025-04-04 11:30:00,17901.25,17942.75,17820.75,17940.25
17825.75,2024-01-04 07:00:00,2024-01-08 14:00:00,2025-04-04 11:00:00,LHPB,retested,2025-04-04 11:30:00,17901.25,17942.75,17820.75,17940.25
17822.75,2024-01-04 08:00:00,2024-01-08 14:00:00,2025-04-04 11:00:00,LHPB,retested,2025-04-04 11:30:00,17901.25,17942.75,17820.75,17940.25
17822.25,2024-01-04 16:00:00,2024-01-08 14:00:00,2025-04-04 11:00:00,LHPB,retested,2025-04-04 11:30:00,17901.25,17942.75,17820.75,17940.25
17815.75,2024-01-05 16:00:00,2024-01-08 14:00:00,2025-04-04 14:00:00,LHPB,retested,2025-04-04 14:45:00,17844.0,17849.5,17713.75,17716.25
17757.5,2024-01-05 17:00:00,2024-01-08 14:00:00,2025-04-04 14:00:00,LHPB,retested,2025-04-04 14:45:00,17844.0,17849.5,17713.75,17716.25
17748.25,2024-01-05 19:00:00,2024-01-08 14:00:00,2025-04-04 14:00:00,LHPB,retested,2025-04-04 14:45:00,17844.0,17849.5,17713.75,17716.25
17738.75,2024-01-08 01:00:00,2024-01-08 14:00:00,2025-04-04 14:00:00,LHPB,retested,2025-04-04 14:45:00,17844.0,17849.5,17713.75,17716.25
17736.25,2024-01-08 13:00:00,2024-01-08 14:00:00,2025-04-04 14:00:00,LHPB,retested,2025-04-04 14:45:00,17844.0,17849.5,17713.75,17716.25
17872.0,2024-01-08 14:00:00,2024-01-08 15:00:00,2025-04-04 11:00:00,LHPB,retested,2025-04-04 11:30:00,17901.25,17942.75,17820.75,17940.25
18444.0,2024-08-05 12:00:00,2024-08-05 13:00:00,2025-04-04 10:00:00,LHPB,retested,2025-04-04 10:10:00,18463.5,18476.25,18398.0,18423.0
18787.5,2024-08-08 06:00:00,2024-08-08 12:00:00,2025-04-03 14:00:00,LHPB,retested,2025-04-03 14:45:00,18853.25,18858.25,18783.0,18789.0
18776.5,2024-08-08 07:00:00,2024-08-08 12:00:00,2025-04-03 14:00:00,LHPB,retested,2025-04-03 14:50:00,18788.5,18794.0,18762.25,18784.25
18750.75,2024-08-08 09:00:00,2024-08-08 12:00:00,2025-04-03 15:00:00,LHPB,retested,2025-04-03 15:05:00,18781.75,18786.25,18720.0,18746.25
18739.75,2024-08-08 11:00:00,2024-08-08 12:00:00,2025-04-03 15:00:00,LHPB,retested,2025-04-03 15:05:00,18781.75,18786.25,18720.0,18746.25
19030.75,2024-08-07 17:00:00,2024-08-08 14:00:00,2025-03-31 13:00:00,LHPB,retested,2025-03-31 13:30:00,19166.5,19191.75,19013.0,19033.25
18985.0,2024-08-08 13:00:00,2024-08-08 14:00:00,2025-03-31 13:00:00,LHPB,retested,2025-03-31 13:45:00,19004.75,19035.75,18976.75,19026.0
19115.75,2024-08-09 12:00:00,2024-09-06 20:00:00,2025-03-31 13:00:00,LLPB,retested,2025-03-31 13:30:00,19166.5,19191.75,19013.0,19033.25
