es_price,es_formation_time,es_breakout_time,es_retest_time,es_type,es_status,es_m5_retest_time,es_m5_open,es_m5_high,es_m5_low,es_m5_close,nq_price,nq_formation_time,nq_breakout_time,nq_retest_time,nq_type,nq_status,nq_m5_retest_time,nq_m5_open,nq_m5_high,nq_m5_low,nq_m5_close,time_diff_minutes
6055.75,2024-12-30 08:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:45:00,6054.25,6057.75,6054.0,6057.25,21812.5,2024-12-27 20:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:45:00,21804.0,21823.5,21802.25,21818.25,0.0
6055.75,2024-12-30 08:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:45:00,6054.25,6057.75,6054.0,6057.25,21819.0,2024-12-30 07:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:45:00,21804.0,21823.5,21802.25,21818.25,0.0
6055.75,2024-12-30 08:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:45:00,6054.25,6057.75,6054.0,6057.25,21826.0,2024-12-30 08:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:50:00,21819.0,21826.0,21816.0,21820.5,5.0
6060.5,2024-12-30 09:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,6058.25,6063.5,6058.0,6061.5,21828.0,2024-12-30 09:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:55:00,21820.5,21831.0,21820.5,21824.75,5.0
6060.5,2024-12-30 09:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,6058.25,6063.5,6058.0,6061.5,21845.75,2024-12-30 10:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,21823.75,21846.5,21822.5,21834.25,0.0
6062.5,2024-12-30 10:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,6058.25,6063.5,6058.0,6061.5,21828.0,2024-12-30 09:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:55:00,21820.5,21831.0,21820.5,21824.75,5.0
6062.5,2024-12-30 10:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,6058.25,6063.5,6058.0,6061.5,21845.75,2024-12-30 10:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,21823.75,21846.5,21822.5,21834.25,0.0
6063.25,2024-12-30 11:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,6058.25,6063.5,6058.0,6061.5,21828.0,2024-12-30 09:00:00,2024-12-30 12:00:00,2025-01-06 08:00:00,LLPB,retested,2025-01-06 08:55:00,21820.5,21831.0,21820.5,21824.75,5.0
6063.25,2024-12-30 11:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,6058.25,6063.5,6058.0,6061.5,21845.75,2024-12-30 10:00:00,2024-12-30 12:00:00,2025-01-06 09:00:00,LLPB,retested,2025-01-06 09:00:00,21823.75,21846.5,21822.5,21834.25,0.0
6011.5,2024-12-30 14:00:00,2024-12-30 16:00:00,2024-12-30 20:00:00,LHPB,retested,2024-12-30 20:55:00,6023.75,6026.0,6007.75,6009.5,21631.75,2024-12-30 14:00:00,2024-12-30 16:00:00,2024-12-30 20:00:00,LHPB,retested,2024-12-30 20:55:00,21673.0,21681.0,21614.5,21617.75,0.0
6011.5,2024-12-30 14:00:00,2024-12-30 16:00:00,2024-12-30 20:00:00,LHPB,retested,2024-12-30 20:55:00,6023.75,6026.0,6007.75,6009.5,21608.75,2024-12-30 15:00:00,2024-12-30 16:00:00,2024-12-30 21:00:00,LHPB,retested,2024-12-30 21:00:00,21617.5,21625.75,21572.5,21594.25,5.0
6000.0,2024-12-30 15:00:00,2024-12-30 16:00:00,2024-12-30 21:00:00,LHPB,retested,2024-12-30 21:05:00,6007.25,6007.25,5999.5,6003.0,21608.75,2024-12-30 15:00:00,2024-12-30 16:00:00,2024-12-30 21:00:00,LHPB,retested,2024-12-30 21:00:00,21617.5,21625.75,21572.5,21594.25,5.0
6017.75,2024-12-31 02:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,6025.75,6028.0,6014.25,6014.75,21634.5,2024-12-31 03:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,21668.0,21682.75,21584.5,21587.5,0.0
6017.75,2024-12-31 02:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,6025.75,6028.0,6014.25,6014.75,21624.0,2024-12-31 05:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,21668.0,21682.75,21584.5,21587.5,0.0
6017.75,2024-12-31 02:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,6025.75,6028.0,6014.25,6014.75,21615.5,2024-12-31 07:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,21668.0,21682.75,21584.5,21587.5,0.0
6017.75,2024-12-31 02:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,6025.75,6028.0,6014.25,6014.75,21611.25,2024-12-31 08:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,21668.0,21682.75,21584.5,21587.5,0.0
6011.75,2024-12-31 03:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:40:00,6014.75,6018.25,6010.5,6016.0,21634.5,2024-12-31 03:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,21668.0,21682.75,21584.5,21587.5,5.0
6011.75,2024-12-31 03:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:40:00,6014.75,6018.25,6010.5,6016.0,21624.0,2024-12-31 05:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,21668.0,21682.75,21584.5,21587.5,5.0
6011.75,2024-12-31 03:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:40:00,6014.75,6018.25,6010.5,6016.0,21615.5,2024-12-31 07:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,21668.0,21682.75,21584.5,21587.5,5.0
6011.75,2024-12-31 03:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:40:00,6014.75,6018.25,6010.5,6016.0,21611.25,2024-12-31 08:00:00,2024-12-31 09:00:00,2024-12-31 14:00:00,LHPB,retested,2024-12-31 14:35:00,21668.0,21682.75,21584.5,21587.5,5.0
5991.0,2025-01-02 00:00:00,2025-01-02 01:00:00,2025-01-02 14:00:00,LHPB,retested,2025-01-02 14:35:00,6003.25,6004.0,5987.0,5987.25,21474.0,2025-01-02 00:00:00,2025-01-02 01:00:00,2025-01-02 14:00:00,LHPB,retested,2025-01-02 14:30:00,21553.75,21579.0,21471.25,21472.75,5.0
6048.25,2025-01-03 19:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,6056.75,6060.5,6047.75,6049.25,21765.25,2025-01-03 19:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,21809.5,21832.0,21757.75,21774.25,0.0
6048.25,2025-01-03 19:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,6056.75,6060.5,6047.75,6049.25,21761.5,2025-01-06 06:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,21809.5,21832.0,21757.75,21774.25,0.0
6048.25,2025-01-03 19:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,6056.75,6060.5,6047.75,6049.25,21783.0,2025-01-06 07:00:00,2025-01-06 08:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,21809.5,21832.0,21757.75,21774.25,0.0
6048.25,2025-01-03 19:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,6056.75,6060.5,6047.75,6049.25,21831.0,2025-01-06 08:00:00,2025-01-06 09:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:00:00,21916.25,21916.25,21804.75,21808.75,5.0
6047.5,2025-01-06 06:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:10:00,6049.25,6056.25,6045.5,6050.0,21765.25,2025-01-03 19:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,21809.5,21832.0,21757.75,21774.25,5.0
6047.5,2025-01-06 06:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:10:00,6049.25,6056.25,6045.5,6050.0,21761.5,2025-01-06 06:00:00,2025-01-06 07:00:00,2025-01-07 15:00:00,LHPB,retested,2025-01-07 15:05:00,21809.5,21832.0,21757.75,21774.25,5.0
